연번,인허가기관,시도,시군구,업체명,소재지,대표전화,업종,처리방법
689,-,인천광역시,남동구,에스지개발(주)(남동구),인천 남동구 고잔동 논현고잔로 56,032-421-0497,종합 재활용업,재활용
690,-,인천광역시,서구,(주)풍전비철,인천 서구 경서동 680-3,032-561-9111,종합 재활용업,재활용
691,-,울산광역시,울주군,고려아연(주) 온산제련소,울산 울주군 온산읍 이진로 139 고려아연(주) 온산제련소,0522316092,종합 재활용업,재활용
692,-,경기도,평택시,비투금속(주),경기 평택시 청북읍 백봉길 151 (백봉리),031-686-6151,중간 재활용업,재활용
693,-,경기도,김포시,평창산업(주),경기 김포시 하성면 원산리 122-7,031-989-7025,중간 재활용업,재활용
694,-,경기도,안산시,대양산업(주),경기 안산시 상록구 사동 1489-4,031-502-2297,종합 재활용업,재활용
695,-,경기도,화성시,(주)서원화성공장,경기 화성시 마도면 쌍송리 666-1,031-355-9591,종합 재활용업,재활용
696,-,경기도,평택시,(주)엔에이치리사이텍컴퍼니,"경기 평택시 현덕면 현덕로 350-3 ,350-4",02-1899-2567,종합 재활용업,재활용
697,-,경기도,안산시,(주)상신금속,경기 안산시 단원구 성곡동 701-3,031-499-4011,종합 재활용업,재활용
698,-,경기도,평택시,(주)디엠코리아,경기 평택시 청북읍 청북중앙로 277-44 (고잔리),031-681-4667,종합 재활용업,재활용
699,-,충청북도,진천군,(주)티에스케이프리텍,충북 진천군 초평면 오갑리 86번지,043-532-8191,종합 재활용업,재활용
700,-,충청북도,단양군,(주)지알엠(국내),충북 단양군 매포읍 매포농공단지로 260 (상괴리203),043-767-4080,종합 재활용업,재활용
701,-,충청북도,음성군,(주)광메탈,충북 음성군 생극면 관성리 5-1,043-877-8871,중간 재활용업,재활용
702,-,충청북도,음성군,주식회사 그린코어,충북 음성군 생극면 송곡길48번길 42-6 주식회사 그린코어,070-4128-7970,중간 재활용업,재활용
703,-,충청북도,음성군,(주)광메탈 제2공장,충북 음성군 원남면 상노리 751-4 (주)광메탈제2공장,043-750-8871,최종 재활용업,재활용
704,-,충청북도,옥천군,(주)미래리서스,"충북 옥천군 청산면 만월로 175 (만월리, 미래리서스공장)",043-733-7228,중간 재활용업,재활용
705,-,충청북도,진천군,(주)에코코리아,충북 진천군 덕산면 용몽리 694,043-537-5551,중간 재활용업,재활용
706,-,충청남도,공주시,(주)백제금속,충남 공주시 유구읍 유구외곽로 39 (녹천리),041-841-9955,종합 재활용업,재활용
707,-,충청남도,천안시,성일금속,충남 천안시 서북구 차암동 37번지,041-621-7721,중간 재활용업,재활용
708,-,전라북도,군산시,성일하이메탈(주),전북 군산시 군산산단로 143-15 (비응도동),063-462-0162,종합 재활용업,재활용
709,-,전라북도,군산시,(주)골든리버,전북 군산시 군산산단1길 50 (비응도동),063-467-3807,종합 재활용업,재활용
710,-,전라북도,군산시,(주)단석산업 군산1공장,전북 군산시 소룡동 1582-13,063-464-3541,종합 재활용업,재활용
711,-,전라남도,도 장,(주)동양메탈,전라남도 장성군 황룡면 강변로 452-13,061-903-5000,종합 재활용업,재활용
712,-,경상북도,영천시,(주)덕성,경북 영천시 채신동 채신1공단길 40-5 (채신동),054-336-4341,종합 재활용업,재활용
713,-,경상북도,경주시,에스켐텍(주),경북 경주시 안강읍 두류길 100-39,0547637100,종합 재활용업,재활용
714,-,경상북도,구미시,동호테크,경북 구미시 산동읍 동백로 243 (동곡리),054-474-2245,종합 재활용업,재활용
715,-,경상북도,경주시,(주)광태산업,경북 경주시 외동읍 모화리 50-66,054-774-8334,종합 재활용업,재활용
716,-,경상북도,경주시,주식회사 승헌 제2공장,경북 경주시 강동면 강동산단로1길 86-39 (왕신리),054-763-6684,종합 재활용업,재활용
717,-,경상북도,영천시,(주)국제금속,경북 영천시 금호읍 오계공단길 1-61,054-338-6625,종합 재활용업,재활용
718,-,경상북도,포항시,(주)레스코,경북 포항시 남구 중앙로62번길 4-1 (해도동),054-283-7930,중간 재활용업,재활용
719,-,경상남도,합천군,대경케미칼(주),경남 합천군 율곡면 대야로 1707 (와리),055-933-0090,종합 재활용업,재활용
720,-,경상남도,밀양시,(주)티에스케이프리텍 밀양지점,경남 밀양시 청도면 인산리 949,055-353-7970,중간 재활용업,재활용
721,-,경상남도,함안군,(주)화창,경남 함안군 칠서면 공단북길 78 ((주)화창),055-589-9037,종합 재활용업,재활용
722,-,경상남도,김해시,(주)이알,경남 김해시 한림면 안하로116번길 42,055-321-2203,종합 재활용업,재활용
723,-,충청북도,진천군,현대산업(주),충북 진천군 진천읍 송두4길 47-8 (현대산업),043-536-2207,종합 재활용업,재활용
724,-,전라북도,김제시,(주)지티산업,전북 김제시 백산면 대동공단2길 34-50 (수록리 968),063-544-9114,종합 재활용업,재활용
725,-,부산광역시,강서구,대호수지,부산 강서구 송정동 1648-4,051-831-2731,중간 재활용업,재활용
726,-,부산광역시,강서구,한솔환경,부산 강서구 송정동 녹산산업중로167번길 12 (송정동),051-831-4167,종합 재활용업,재활용
727,-,부산광역시,기장군,(주)고려화학,부산 기장군 정관면 용수공단2길 85 (고려화학),051-728-6237,중간 재활용업,재활용
728,-,대구광역시,달성군,한국비철(주),대구 달성군 논공읍 비슬로264길 23,053-617-6300,종합 재활용업,재활용
729,-,인천광역시,서구,신오케미칼(주),인천 서구 석남동 223-468,032-584-3901,종합 재활용업,재활용
730,-,인천광역시,남동구,(주)일성화학,인천 남동구 남동서로316번길 20,032-812-3001,중간 재활용업,재활용
731,-,인천광역시,서구,디엠시(주),인천 서구 오류동 434-68,032-569-6360,종합 재활용업,재활용
732,-,인천광역시,서구,(주)서경,인천 서구 원창로89번길 48 (원창동),032-574-3547,종합 재활용업,재활용
733,-,인천광역시,서구,(주)삼우화학,인천 서구 건지로97번길 26 (석남동),0325796688,종합 재활용업,재활용
734,-,인천광역시,서구,인천화학(주),인천 서구 가좌동 173-90,0325710282,종합 재활용업,재활용
735,-,인천광역시,남동구,(주)상우케미칼,인천 남동구 청능대로448번길 149-37 (고잔동),032-816-4411,종합 재활용업,재활용
736,-,인천광역시,서구,삼정금속(주),인천 서구 건지로109번길 33 (석남동 223-251),032-572-4196,종합 재활용업,재활용
737,-,광주광역시,남구,유한회사 그린메탈,"광주 남구 송하동 서문대로473번길 8-13 (송하동,태산기업)",062-674-2323,종합 재활용업,재활용
738,-,광주광역시,광산구,(주)메탈링크,광주 광산구 평동산단외로 197 (지죽동),062-514-6233,중간 재활용업,재활용
739,-,대전광역시,대덕구,대전공업사,대전 대덕구 읍내동 486,042-634-3391,중간 재활용업,재활용
740,-,대전광역시,대덕구,(주)동양이앤씨,대전 대덕구 대화로52번안길 18 (대화동),042-633-5022,종합 재활용업,재활용
741,-,대전광역시,대덕구,보림산업,대전 대덕구 평촌동 274-1,042-933-8900,종합 재활용업,재활용
742,-,울산광역시,남구,(주)일진신소재,"울산 남구 신여천로 41 (여천동,국제플랜트(주))",052-258-6471,종합 재활용업,재활용
743,-,울산광역시,울주군,고려아연(주) 온산제련소,울산 울주군 온산읍 이진로 139 고려아연(주) 온산제련소,0522316092,종합 재활용업,재활용
744,-,울산광역시,울주군,(주)비봉케미칼,울산 울주군 온산읍 화산로 219,052-272-3822,종합 재활용업,재활용
745,-,울산광역시,울주군,(주)에코솔루텍,울산 울주군 삼남면 가천리 852-149,052-264-8521,종합 재활용업,재활용
746,-,울산광역시,남구,명진산업,울산 남구 장생포로19번길 5 (여천동),052-274-6766,중간 재활용업,재활용
747,-,경기도,안산시,(주)에이치에스켐텍,경기 안산시 원시동 740번지 8B 4-2,031-491-8973,중간 재활용업,재활용
748,-,경기도,김포시,대영용기(주),경기 김포시 통진읍 가현로3번길 50 (가현리),031-988-8848,중간 재활용업,재활용
749,-,경기도,파주시,조일케미칼,경기 파주시 법원읍 법원리 480-2,031-959-7171,중간 재활용업,재활용
750,-,경기도,화성시,(주)케미온,경기 화성시 장안면 수촌리 1029-9,0313516801,중간 재활용업,재활용
751,-,경기도,화성시,주식회사 고도리,경기 화성시 우정읍 매바위로 221-56 (주곡리),0313588218,중간 재활용업,재활용
752,-,경기도,화성시,현대에코라인(주),경기 화성시 장안면 3.1만세로281번길 51,031-358-5506,종합 재활용업,재활용
753,-,경기도,평택시,(주)현대그린텍,경기 평택시 청북면 청오로 439-53 토진리308-1,0316828813,종합 재활용업,재활용
754,-,경기도,시흥시,협동산업(주),"경기 시흥시 정왕동 경기과기대로 249 (정왕동,(주)협동산업)",031-498-8301,중간 재활용업,재활용
755,-,경기도,안산시,(주)한국라이신화공사,경기 안산시 단원구 엠티브이5로 14 7사 801호 (목내동),031-432-1515,종합 재활용업,재활용
756,-,경기도,시흥시,(주)광진화학,"경기 시흥시 정왕동 옥구천서로185번길 46 (정왕동, 광진화학) 시화공단 1다 306호",031-498-4555,종합 재활용업,재활용
757,-,경기도,안산시,(주)삼우화학 안산지점,경기 안산시 단원구 해봉로 254 (성곡동),031-494-6544,종합 재활용업,재활용
758,-,경기도,시흥시,(주)태원 2공장,경기 시흥시 공단1대로80번길 16 시화공단 1다 302호 (정왕동),031-499-1357,종합 재활용업,재활용
759,-,경기도,시흥시,(주)창우,"경기 시흥시 공단1대로28번길 57 , 시화공단 1 라213 (정왕동)",0314976200,종합 재활용업,재활용
760,-,경기도,시흥시,(주)태원,경기 시흥시 옥구천서로93번길 65,031-499-1357,종합 재활용업,재활용
761,-,경기도,평택시,씨피켐(주),경기 평택시 포승읍 원정리 1203-6 (씨피텍(주)),031-683-3048,종합 재활용업,재활용
762,-,경기도,안산시,현대드럼산업(주),"경기 안산시 단원구 번영로10번길 9 (성곡동, 시화공단 4바 610-1 현대드럼산업)",031-431-0266,종합 재활용업,재활용
763,-,경기도,화성시,중부산업(주),경기 화성시 팔탄면 하저리 16-1,031-356-8551,종합 재활용업,재활용
764,-,경기도,화성시,(주)드럼코리아,경기 화성시 마도면 송정리530-34,031-355-9586,종합 재활용업,재활용
765,-,경기도,평택시,넥스테크(주),경기 평택시 청북면 청북중앙로 459-33,031-683-2461,종합 재활용업,재활용
766,-,경기도,시흥시,(주)광진화학엠티브이지점,경기 시흥시 정왕동 엠티브이 27로 58번길 15,031-498-4555,종합 재활용업,재활용
767,-,경기도,평택시,(주)엔에이치리사이텍컴퍼니,"경기 평택시 현덕면 현덕로 350-3 ,350-4",02-1899-2567,종합 재활용업,재활용
768,-,경기도,화성시,대성과학,경기 화성시 송산면 당성로 361-61,031-355-0753,종합 재활용업,재활용
769,-,경기도,안산시,(주)중일,경기 안산시 단원구 성곡동 635-6,031-494-3008,종합 재활용업,재활용
770,-,경기도,안산시,(주)상신금속,경기 안산시 단원구 성곡동 701-3,031-499-4011,종합 재활용업,재활용
771,-,경기도,화성시,(주)리코코리아,경기 화성시 우정읍 호곡리 1-121,031-494-6682,종합 재활용업,재활용
772,-,경기도,안산시,(주)화성씨제이,경기 안산시 단원구 별망로269번길 63 (성곡동),031-495-5691,종합 재활용업,재활용
773,-,경기도,화성시,우신화학(주),경기 화성시 정남면 문학리 719-2,031-354-5300,종합 재활용업,재활용
774,-,경기도,시흥시,케이지이티에스(주),경기 시흥시 소망공원로 5 (정왕동 1235-7),031-488-1192,종합 재활용업,재활용
775,-,경기도,평택시,(주)디엠코리아,경기 평택시 청북읍 청북중앙로 277-44 (고잔리),031-681-4667,종합 재활용업,재활용
776,-,경기도,양주시,두리텍,경기 양주시 고암동 501-1,031-863-2161,중간 재활용업,재활용
777,-,강원도,원주시,(주)뉴보텍 문막공장,강원 원주시 문막읍 동화큰골길 12-1 (동화리) (주)뉴보텍,033-742-6060,종합 재활용업,재활용
778,-,충청북도,청주시,영남기업,충북 청주시 흥덕구 강내면 황탄리길 85-45 영남기업,043-231-6991,종합 재활용업,재활용
779,-,충청북도,청주시,(사)청주산업단지관리공단,"충북 청주시 흥덕구 산단로 186 (봉명동, 동명종합건설)",043-266-0912,종합 재활용업,재활용
780,-,충청북도,진천군,협동산업(주)진천공장,충북 진천군 이월면 신월리 398-21,043-534-6241,종합 재활용업,재활용
781,-,충청북도,진천군,현대산업(주),충북 진천군 진천읍 송두4길 47-8 (현대산업),043-536-2207,종합 재활용업,재활용
782,-,충청북도,진천군,진솔화학(주),충북 진천군 문백면 평산리 503-2,043-532-8131,종합 재활용업,재활용
783,-,충청북도,진천군,주식회사 티에스케이프리텍 2공장,충북 진천군 초평면 초금로 160 주식회사 티에스케이프리텍 2공장,043-753-7000,종합 재활용업,재활용
784,-,충청북도,청주시,(주)세원산업,충북 청주시 흥덕구 옥산면 국사리 1079,07050997075,종합 재활용업,재활용
785,-,충청남도,천안시,(주)이한산업,충남 천안시 동남구 성남면 성남로 417,041-553-2544,종합 재활용업,재활용
786,-,충청남도,당진시,(주)광진화학 당진지점,충남 당진시 석문면 산단3로 8길 29-13,041-356-0216,종합 재활용업,재활용
787,-,충청남도,아산시,(주)한민,충남 아산시 둔포면 해위안길 82-10,041-532-8195,종합 재활용업,재활용
788,-,충청남도,천안시,(주)태원천안2공장,충남 천안시 동남구 성남면 대화리 369-1,041-562-1358,종합 재활용업,재활용
789,-,충청남도,당진시,씨피켐 (주)2공장,"충남 당진시 송산면 동곡로 155-66 (동곡리, (주)씨피켐2공장)",041-358-9100,종합 재활용업,재활용
790,-,충청남도,당진시,인바이오텍(주) 당진지점,충남 당진시 송산면 가곡로 210,041-356-7960,종합 재활용업,재활용
791,-,충청남도,예산군,삼지금속공업(주) 예당공장,"충남 예산군 고덕면 오추리 825, 삼지금속공업(주)",041-337-3933,종합 재활용업,재활용
792,-,충청남도,당진시,미주엔비켐(주) 석문,충남 당진시 석문면 통정리 1594,041-355-3558,종합 재활용업,재활용
793,-,충청남도,천안시,(주)동명케미칼,충남 천안시 동남구 성남면 5산단2로 36,041-557-3395,종합 재활용업,재활용
794,-,충청남도,아산시,(주)토리컴,충남 아산시 둔포면 아산밸리동로 78,041-537-6031,종합 재활용업,재활용
795,-,충청남도,천안시,주식회사 연송,충남 천안시 서북구 백석공단1로 97-14 (백석동),041-566-5581,종합 재활용업,재활용
796,-,충청남도,천안시,(주)태원 천안공장,충남 천안시 동남구 성남면 5산단2로 81,041-551-1357,종합 재활용업,재활용
797,-,충청남도,당진시,넥스테크(주) 당진공장,충남 당진시 석문면 산단3로8길 45-24 (통정리)1522번지,041-354-6622,종합 재활용업,재활용
798,-,충청남도,아산시,(주)세명테크,충남 아산시 둔포면 장영실로 922-5번지 (신남리 624-3),041-532-3707,종합 재활용업,재활용
799,-,충청남도,당진시,주식회사 삼주 당진공장,충남 당진시 송산면 동곡로 195 (동곡리),041-970-6282,종합 재활용업,재활용
800,-,전라북도,익산시,(주)에스제이켐,전북 익산시 왕궁면 광암리 577-102,063-836-9454,종합 재활용업,재활용
801,-,전라북도,군산시,(유)에코,전북 군산시 서수면 상장곤윗길 58 ((유)에코),063-451-0192,종합 재활용업,재활용
802,-,전라북도,군산시,성일하이메탈(주),전북 군산시 군산산단로 143-15 (비응도동),063-462-0162,종합 재활용업,재활용
803,-,전라북도,군산시,(주)우기화학,전북 군산시 비응도동 30-6,063-464-8086,종합 재활용업,재활용
804,-,전라북도,김제시,(주)지티산업,전북 김제시 백산면 대동공단2길 34-50 (수록리 968),063-544-9114,종합 재활용업,재활용
805,-,전라북도,군산시,(주)단석산업 군산1공장,전북 군산시 소룡동 1582-13,063-464-3541,종합 재활용업,재활용
806,-,전라북도,익산시,(주)유광드럼,"전북 익산시 석암로1길 149 (팔봉동,(주)유광드림)",063-838-0123,종합 재활용업,재활용
807,-,전라남도,나주시,주식회사 대산이엔지,전남 나주시 왕곡면 혁신산단6길 14 (덕산리) 주시회사 대산이엔지,0613338806,중간 재활용업,재활용
808,-,전라남도,도 장,(주)동양메탈,전라남도 장성군 황룡면 강변로 452-13,061-903-5000,종합 재활용업,재활용
809,-,경상북도,경산시,(주)이화실업,"경북 경산시 진량읍 일연로 639-8 (선화리, 주이화실업)",053-851-7390,종합 재활용업,재활용
810,-,경상북도,구미시,신오케미칼(주)구미1공장,경북 구미시 구포동 옥계2공단로 125 (구포동),054-475-8018,종합 재활용업,재활용
811,-,경상북도,구미시,에스엠(SM)환경산업,경북 구미시 장천면 학신로 278-11,054-471-7825,종합 재활용업,재활용
812,-,경상북도,영천시,(주)덕성,경북 영천시 채신동 채신1공단길 40-5 (채신동),054-336-4341,종합 재활용업,재활용
813,-,경상북도,구미시,(주)케이엠씨,경북 구미시 시미동 3공단3로 40 (시미동),054-472-0051,종합 재활용업,재활용
814,-,경상북도,고령군,(주)영한금속,경북 고령군 대가야읍 장기공단1길 46-20 장기리,054-956-5071,종합 재활용업,재활용
815,-,경상북도,영천시,(주)세기리텍,경북 영천시 금호읍 오계공단길 1-67 (어은리 386-1),054-334-8383,종합 재활용업,재활용
816,-,경상북도,영천시,(주)형제케미칼,경북 영천시 도남동 618-1,054-335-5091,종합 재활용업,재활용
817,-,경상북도,칠곡군,(주)엔코,경북 칠곡군 약목면 칠곡대로 472-12,054-975-1050,종합 재활용업,재활용
818,-,경상북도,구미시,(주)세화이에스,경북 구미시 3공단3로 196-5 (주)세화이에스,054-473-5757,종합 재활용업,재활용
819,-,경상북도,김천시,(주)새빗켐,경북 김천시 공단로 98 (대광동),054-431-3586,종합 재활용업,재활용
820,-,경상북도,영천시,(주)에스피켐텍,경북 영천시 금호읍 도남공단1길 5-35,054-332-1191,종합 재활용업,재활용
821,-,경상북도,경주시,양정산업주식회사 경주지점,경북 경주시 안강읍 두류길 218-96 양정산업주식회사 경주지점,054-763-0581,종합 재활용업,재활용
822,-,경상북도,칠곡군,(주)성은,경북 칠곡군 북삼읍 율리 769-9,054-972-8147,종합 재활용업,재활용
823,-,경상북도,영천시,오케이테크,경북 영천시 도남동 407,054-333-0555,종합 재활용업,재활용
824,-,경상북도,영천시,(주)드림텍,경북 영천시 채신동 채신1공단길 60-7 (채신동),054-338-0277,종합 재활용업,재활용
825,-,경상북도,영천시,(주)그린월드,경북 영천시 도남동 도남공단3길 2-1 (도남동),054-333-5933,종합 재활용업,재활용
826,-,경상북도,구미시,홍익이서화학(주)2공장,경북 구미시 구포동 옥계2공단로 179-60 (구포동),054-475-0063,종합 재활용업,재활용
827,-,경상북도,경산시,호경산업,경북 경산시 진량읍 두인길 9,053-851-0731,종합 재활용업,재활용
828,-,경상북도,구미시,(주)성은 구미공장,"경북 구미시 공단동 1공단로10길 53-24 (공단동,성은주식회사)",054-464-0086,종합 재활용업,재활용
829,-,경상북도,고령군,(주)제이씨,경북 고령군 고령읍 장기공단1길 112,054-956-4508,종합 재활용업,재활용
830,-,경상북도,영천시,(주)국제금속,경북 영천시 금호읍 오계공단길 1-61,054-338-6625,종합 재활용업,재활용
831,-,경상남도,양산시,(주)안평양산지점,"경남 양산시 산막동 산막공단북5길 81 (산막동,안평양산지점)",055-384-8126,종합 재활용업,재활용
832,-,경상남도,양산시,철당(주),"경남 양산시 산막동 산막공단북2길 22 (산막동,케이디아이(주))",055-362-1704,종합 재활용업,재활용
833,-,경상남도,함안군,(주)바이텍,경남 함안군 법수면 장백로 623-37,055-582-9949,중간 재활용업,재활용
834,-,경상남도,김해시,(주)유피,경남 김해시 주촌면 서부로1541번길 86-59 (내삼리),055-724-0233,중간 재활용업,재활용
835,-,경상남도,김해시,(주)비알피,경남 김해시 주촌면 서부로1409번길 40 (주)비알피,0557233360,중간 재활용업,재활용
836,-,경상남도,양산시,유국산업(주),"경남 양산시 어곡동 어곡공단4길 17-21 (어곡동,유국산업(주))",055-372-4800,중간 재활용업,재활용
837,-,경상남도,함안군,(주)화창,경남 함안군 칠서면 공단북길 78 ((주)화창),055-589-9037,종합 재활용업,재활용
838,-,경상남도,양산시,태영케미컬(주),경남 양산시 유산공단8길 73 (유산동),055-362-7661,중간 재활용업,재활용
839,-,경상남도,양산시,(주)씨엠아이,경남 양산시 교동 53-2,055-387-0066,종합 재활용업,재활용
840,-,인천광역시,서구,대성금속(주)-종합재활용,인천 서구 가좌동 173-77,032-575-8547,종합 재활용업,재활용
841,-,광주광역시,남구,유한회사 그린메탈,"광주 남구 송하동 서문대로473번길 8-13 (송하동,태산기업)",062-674-2323,종합 재활용업,재활용
842,-,대전광역시,대덕구,보림산업,대전 대덕구 평촌동 274-1,042-933-8900,종합 재활용업,재활용
843,-,울산광역시,남구,명진산업,울산 남구 장생포로19번길 5 (여천동),052-274-6766,중간 재활용업,재활용
844,-,경기도,김포시,대영용기(주),경기 김포시 통진읍 가현로3번길 50 (가현리),031-988-8848,중간 재활용업,재활용
845,-,경기도,화성시,현대에코라인(주),경기 화성시 장안면 3.1만세로281번길 51,031-358-5506,종합 재활용업,재활용
846,-,경기도,평택시,(주)현대그린텍,경기 평택시 청북면 청오로 439-53 토진리308-1,0316828813,종합 재활용업,재활용
847,-,경기도,시흥시,(주)태원 2공장,경기 시흥시 공단1대로80번길 16 시화공단 1다 302호 (정왕동),031-499-1357,종합 재활용업,재활용
848,-,경기도,시흥시,(주)창우,"경기 시흥시 공단1대로28번길 57 , 시화공단 1 라213 (정왕동)",0314976200,종합 재활용업,재활용
849,-,경기도,안산시,현대드럼산업(주),"경기 안산시 단원구 번영로10번길 9 (성곡동, 시화공단 4바 610-1 현대드럼산업)",031-431-0266,종합 재활용업,재활용
850,-,경기도,화성시,중부산업(주),경기 화성시 팔탄면 하저리 16-1,031-356-8551,종합 재활용업,재활용
851,-,경기도,화성시,(주)드럼코리아,경기 화성시 마도면 송정리530-34,031-355-9586,종합 재활용업,재활용
852,-,경기도,평택시,넥스테크(주),경기 평택시 청북면 청북중앙로 459-33,031-683-2461,종합 재활용업,재활용
853,-,경기도,시흥시,(주)광진화학엠티브이지점,경기 시흥시 정왕동 엠티브이 27로 58번길 15,031-498-4555,종합 재활용업,재활용
854,-,경기도,안산시,(주)화성씨제이,경기 안산시 단원구 별망로269번길 63 (성곡동),031-495-5691,종합 재활용업,재활용
855,-,경기도,시흥시,케이지이티에스(주),경기 시흥시 소망공원로 5 (정왕동 1235-7),031-488-1192,종합 재활용업,재활용
856,-,경기도,양주시,두리텍,경기 양주시 고암동 501-1,031-863-2161,중간 재활용업,재활용
857,-,강원도,원주시,(주)뉴보텍 문막공장,강원 원주시 문막읍 동화큰골길 12-1 (동화리) (주)뉴보텍,033-742-6060,종합 재활용업,재활용
858,-,충청북도,청주시,영남기업,충북 청주시 흥덕구 강내면 황탄리길 85-45 영남기업,043-231-6991,종합 재활용업,재활용
859,-,충청북도,진천군,협동산업(주)진천공장,충북 진천군 이월면 신월리 398-21,043-534-6241,종합 재활용업,재활용
860,-,충청북도,청주시,(주)세원산업,충북 청주시 흥덕구 옥산면 국사리 1079,07050997075,종합 재활용업,재활용
861,-,충청남도,천안시,(주)이한산업,충남 천안시 동남구 성남면 성남로 417,041-553-2544,종합 재활용업,재활용
862,-,충청남도,천안시,(주)동명케미칼,충남 천안시 동남구 성남면 5산단2로 36,041-557-3395,종합 재활용업,재활용
863,-,충청남도,당진시,넥스테크(주) 당진공장,충남 당진시 석문면 산단3로8길 45-24 (통정리)1522번지,041-354-6622,종합 재활용업,재활용
864,-,충청남도,아산시,(주)세명테크,충남 아산시 둔포면 장영실로 922-5번지 (신남리 624-3),041-532-3707,종합 재활용업,재활용
865,-,충청남도,당진시,주식회사 삼주 당진공장,충남 당진시 송산면 동곡로 195 (동곡리),041-970-6282,종합 재활용업,재활용
866,-,전라북도,익산시,(주)광진,전북 익산시 왕궁면 쌍제1길 83 (쌍제리),063-291-6312,종합 재활용업,재활용
867,-,전라북도,익산시,(주)에스제이켐,전북 익산시 왕궁면 광암리 577-102,063-836-9454,종합 재활용업,재활용
868,-,전라북도,군산시,(유)에코,전북 군산시 서수면 상장곤윗길 58 ((유)에코),063-451-0192,종합 재활용업,재활용
869,-,전라북도,군산시,(주)우기화학,전북 군산시 비응도동 30-6,063-464-8086,종합 재활용업,재활용
870,-,전라북도,김제시,(주)지티산업,전북 김제시 백산면 대동공단2길 34-50 (수록리 968),063-544-9114,종합 재활용업,재활용
871,-,전라북도,익산시,(주)유광드럼,"전북 익산시 석암로1길 149 (팔봉동,(주)유광드림)",063-838-0123,종합 재활용업,재활용
872,-,경상북도,구미시,신오케미칼(주)구미1공장,경북 구미시 구포동 옥계2공단로 125 (구포동),054-475-8018,종합 재활용업,재활용
873,-,경상북도,구미시,(주)세화이에스,경북 구미시 3공단3로 196-5 (주)세화이에스,054-473-5757,종합 재활용업,재활용
874,-,경상북도,칠곡군,(주)성은,경북 칠곡군 북삼읍 율리 769-9,054-972-8147,종합 재활용업,재활용
875,-,경상남도,김해시,(주)비알피,경남 김해시 주촌면 서부로1409번길 40 (주)비알피,0557233360,중간 재활용업,재활용
876,-,경상남도,함안군,(주)코바,경남 함안군 칠서면 삼칠로 806-20 ((주)코바),055-586-2203,종합 재활용업,재활용
877,-,경상남도,양산시,태광케미칼(주),"경남 양산시 산막공단북4길 30 (산막동, 태광케미칼(주))",055-387-5235,종합 재활용업,재활용
878,-,부산광역시,기장군,천광산업,부산 기장군 정관읍 산단4로 19 (달산리 1051-3),051-715-9983,중간 재활용업,재활용
879,-,대구광역시,달성군,한국비철(주),대구 달성군 논공읍 비슬로264길 23,053-617-6300,종합 재활용업,재활용
880,-,인천광역시,서구,(주)풍전비철,인천 서구 경서동 680-3,032-561-9111,종합 재활용업,재활용
881,-,울산광역시,울주군,고려아연(주) 온산제련소,울산 울주군 온산읍 이진로 139 고려아연(주) 온산제련소,0522316092,종합 재활용업,재활용
882,-,경기도,김포시,평창산업(주),경기 김포시 하성면 원산리 122-7,031-989-7025,중간 재활용업,재활용
883,-,경기도,안산시,대양산업(주),경기 안산시 상록구 사동 1489-4,031-502-2297,종합 재활용업,재활용
884,-,경기도,화성시,(주)서원화성공장,경기 화성시 마도면 쌍송리 666-1,031-355-9591,종합 재활용업,재활용
885,-,경기도,평택시,(주)한승비철금속,경기 평택시 청북면 청북중앙로 578-7 (고잔리),031-683-2030,종합 재활용업,재활용
886,-,충청북도,단양군,(주)지알엠(국내),충북 단양군 매포읍 매포농공단지로 260 (상괴리203),043-767-4080,종합 재활용업,재활용
887,-,충청남도,공주시,(주)백제금속,충남 공주시 유구읍 유구외곽로 39 (녹천리),041-841-9955,종합 재활용업,재활용
888,-,전라북도,군산시,성일하이메탈(주),전북 군산시 군산산단로 143-15 (비응도동),063-462-0162,종합 재활용업,재활용
889,-,전라북도,군산시,(주)단석산업 군산1공장,전북 군산시 소룡동 1582-13,063-464-3541,종합 재활용업,재활용
890,-,경상북도,영천시,(주)국제금속,경북 영천시 금호읍 오계공단길 1-61,054-338-6625,종합 재활용업,재활용
891,-,경상남도,합천군,대경케미칼(주),경남 합천군 율곡면 대야로 1707 (와리),055-933-0090,종합 재활용업,재활용
892,-,경상남도,함안군,(주)화창,경남 함안군 칠서면 공단북길 78 ((주)화창),055-589-9037,종합 재활용업,재활용
893,-,경상남도,김해시,동양금속공업사,경남 김해시 김해대로2596번길 11-28 (안동),055-324-1601,최종 재활용업,재활용
894,-,경상남도,양산시,(주)경남로지스,경남 양산시 북정동 산막공단로 56 (북정동),055-387-2277,중간 재활용업,재활용
895,-,대구광역시,달성군,한국비철(주),대구 달성군 논공읍 비슬로264길 23,053-617-6300,종합 재활용업,재활용
896,-,인천광역시,남동구,에스지개발(주)(남동구),인천 남동구 고잔동 논현고잔로 56,032-421-0497,종합 재활용업,재활용
897,-,인천광역시,서구,(주)풍전비철,인천 서구 경서동 680-3,032-561-9111,종합 재활용업,재활용
898,-,울산광역시,울주군,엘에스니꼬 동제련(주),울산 울주군 온산읍 산암로 148 LS-Nikko 동제련(주),052-231-0223,중간 재활용업,재활용
899,-,울산광역시,울주군,고려아연(주) 온산제련소,울산 울주군 온산읍 이진로 139 고려아연(주) 온산제련소,0522316092,종합 재활용업,재활용
