연번,업체명,주소,대표전화,시설분류,취급가스물질,CAS번호,허가량,법정기준일,관할지사
1991,광주과학기술원,광주광역시 북구 첨단과기로 123,0627152157,일반저장,염소,7782-50-5,.176Ton,20050221,광주광역본부
1992,광주과학기술원,광주광역시 북구 첨단과기로 123,0627152157,일반저장,디보레인,19287-45-7,7.1㎥,20050221,광주광역본부
1993,광주과학기술원,광주광역시 북구 첨단과기로 123,0627152157,일반저장,삼염화붕소,10294-34-5,.057Ton,20050221,광주광역본부
1994,광주과학기술원,광주광역시 북구 첨단과기로 123,0627152157,일반저장,사불화규소,7783-61-1,7.1㎥,20050221,광주광역본부
1995,광주과학기술원,광주광역시 북구 첨단과기로 123,0627152157,일반저장,모노실란,7803-62-5,7.1㎥,20050221,광주광역본부
1996,광주과학기술원,광주광역시 북구 첨단과기로 123,0627152157,일반저장,일산화탄소,630-08-0,7.1㎥,20050221,광주광역본부
1997,광주과학기술원,광주광역시 북구 첨단과기로 123,0627152157,일반저장,암모니아,7664-41-7,.025Ton,20050221,광주광역본부
1998,광주과학기술원,광주광역시 북구 첨단과기로 123,0627152157,특고사용,암모니아,7664-41-7,25.27㎏,20230314,광주광역본부
1999,광주과학기술원,광주광역시 북구 첨단과기로 123,0627152157,특고사용,실란+디실란,1590-87-0,7.1㎥,20230314,광주광역본부
2000,광주과학기술원,광주광역시 북구 첨단과기로 123,0627152157,특고사용,암모니아,7664-41-7,25.269㎏,20230510,광주광역본부
2001,광주과학기술원,광주광역시 북구 첨단과기로 123,0627152157,특고사용,암모니아,7664-41-7,26㎏,20240227,광주광역본부
2002,광주광역시상수도사업본부용연정수사업소,광주광역시 동구 선교로 84-10,0626096301,일반저장,염소,7782-50-5,9Ton,19970509,광주광역본부
2003,영광군수산업협동조합이용가공사업소,전라남도 영광군 법성면 진굴비길 143,0613562304,냉동제조,암모니아,7664-41-7,115.2RT,19960619,광주광역본부
2004,주식회사 서주,전라남도 장성군 북이면 연수길 25-24 공장,0613927065,냉동제조,암모니아,7664-41-7,259.02RT,19961015,광주광역본부
2005,태경케미컬(주)나주공장,전라남도 나주시 나주로 54,0613339064,냉동제조,암모니아,7664-41-7,55.6RT,20210607,광주광역본부
2006,유진화학(제3공장),전라남도 나주시 나주로 54,0613339067,냉동제조,암모니아,7664-41-7,47RT,,광주광역본부
2007,한국수자원공사 함평수도 서비스센터,전라남도 함평군 함평읍 기산길 176 한국수자원공사함평수도서비스센터,0613200332,일반저장,염소,7782-50-5,1.6Ton,20020522,광주광역본부
2008,(주)옵토네스트,광주광역시 북구 추암로 149 (주)옵토네스트,0629713955,특고사용,염소,7782-50-5,58.375㎏,20191031,광주광역본부
2009,한국광기술원,광주광역시 북구 첨단벤처로108번길 9 한국광기술원,0626059126,일반저장,디실란,1590-87-0,4.8㎥,20050216,광주광역본부
2010,한국광기술원,광주광역시 북구 첨단벤처로108번길 9 한국광기술원,0626059126,일반저장,모노실란,7803-62-5,4.8㎥,20050216,광주광역본부
2011,한국광기술원,광주광역시 북구 첨단벤처로108번길 9 한국광기술원,0626059126,일반저장,포스핀,7803-51-2,13.3㎥,20050216,광주광역본부
2012,한국광기술원,광주광역시 북구 첨단벤처로108번길 9 한국광기술원,0626059126,일반저장,알진,7784-42-1,13.3㎥,20050216,광주광역본부
2013,한국광기술원,광주광역시 북구 첨단벤처로108번길 9 한국광기술원,0626059126,일반저장,브롬화수소,10035-10-6,.11Ton,20050216,광주광역본부
2014,한국광기술원,광주광역시 북구 첨단벤처로108번길 9 한국광기술원,0626059126,일반저장,염소,7782-50-5,.062Ton,20050216,광주광역본부
2015,한국광기술원,광주광역시 북구 첨단벤처로108번길 9 한국광기술원,0626059126,일반저장,사불화메탄,75-73-0,.076Ton,20050216,광주광역본부
2016,한국광기술원,광주광역시 북구 첨단벤처로108번길 9 한국광기술원,0626059126,일반저장,염화수소,7647-01-0,.053Ton,20050216,광주광역본부
2017,한국광기술원,광주광역시 북구 첨단벤처로108번길 9 한국광기술원,0626059126,일반저장,암모니아,7664-41-7,1Ton,20050216,광주광역본부
2018,한국광기술원,광주광역시 북구 첨단벤처로108번길 9 한국광기술원,0626059126,일반저장,삼염화붕소,10294-34-5,.021Ton,20050216,광주광역본부
2019,한국광기술원,광주광역시 북구 첨단벤처로108번길 9 한국광기술원,0626059126,일반저장,염소,7782-50-5,.062Ton,20080805,광주광역본부
2020,한국광기술원,광주광역시 북구 첨단벤처로108번길 9 한국광기술원,0626059126,일반저장,브롬화수소,10035-10-6,.11Ton,20080805,광주광역본부
2021,한국광기술원,광주광역시 북구 첨단벤처로108번길 9 한국광기술원,0626059126,일반저장,암모니아,7664-41-7,1.5Ton,20080805,광주광역본부
2022,한국광기술원,광주광역시 북구 첨단벤처로108번길 9 한국광기술원,0626059126,일반저장,사불화메탄,75-73-0,.075Ton,20080805,광주광역본부
2023,한국광기술원,광주광역시 북구 첨단벤처로108번길 9 한국광기술원,0626059126,일반저장,염화수소,7647-01-0,.026Ton,20080805,광주광역본부
2024,한국광기술원,광주광역시 북구 첨단벤처로108번길 9 한국광기술원,0626059126,일반저장,불소,7782-41-4,7.1㎥,20080805,광주광역본부
2025,한국광기술원,광주광역시 북구 첨단벤처로108번길 9 한국광기술원,0626059126,일반저장,알진,7784-42-1,6.64㎥,20080805,광주광역본부
2026,한국광기술원,광주광역시 북구 첨단벤처로108번길 9 한국광기술원,0626059126,일반저장,포스핀,7803-51-2,6.64㎥,20080805,광주광역본부
2027,한국광기술원,광주광역시 북구 첨단벤처로108번길 9 한국광기술원,0626059126,일반저장,디실란,1590-87-0,2.4㎥,20080805,광주광역본부
2028,한국광기술원,광주광역시 북구 첨단벤처로108번길 9 한국광기술원,0626059126,일반저장,모노실란,7803-62-5,7.2㎥,20080805,광주광역본부
2029,한국광기술원,광주광역시 북구 첨단벤처로108번길 9 한국광기술원,0626059126,일반저장,삼염화붕소,10294-34-5,.021Ton,20080805,광주광역본부
2030,한국생산기술연구원,광주광역시 북구 첨단과기로208번길 6,0626006595,일반저장,삼염화붕소,10294-34-5,.006Ton,20071006,광주광역본부
2031,한국생산기술연구원,광주광역시 북구 첨단과기로208번길 6,0626006595,일반저장,모노실란,7803-62-5,.87㎥,20071006,광주광역본부
2032,한국생산기술연구원,광주광역시 북구 첨단과기로208번길 6,0626006595,일반저장,포스핀,7803-51-2,.99㎥,20071006,광주광역본부
2033,한국생산기술연구원,광주광역시 북구 첨단과기로208번길 6,0626006595,일반저장,사불화메탄,75-73-0,6.5㎥,20071006,광주광역본부
2034,한국생산기술연구원,광주광역시 북구 첨단과기로208번길 6,0626006595,일반저장,브롬화수소,10035-10-6,.038Ton,20071006,광주광역본부
2035,한국생산기술연구원,광주광역시 북구 첨단과기로208번길 6,0626006595,일반저장,암모니아,7664-41-7,.021Ton,20071006,광주광역본부
2036,한국생산기술연구원,광주광역시 북구 첨단과기로208번길 6,0626006595,일반저장,염소,7782-50-5,.012Ton,20071006,광주광역본부
2037,한국생산기술연구원,광주광역시 북구 첨단과기로208번길 6,0626006595,일반저장,디보레인,19287-45-7,.99㎥,20071006,광주광역본부
2038,남양유업(주)나주공장,전라남도 나주시 금천면 영산로 5785,0613397554,냉동제조,암모니아,7664-41-7,910.7RT,20080313,광주광역본부
2039,남양유업(주)나주공장,전라남도 나주시 금천면 영산로 5785,0613397554,냉동제조,암모니아,7664-41-7,984.81RT,20130903,광주광역본부
2040,남양유업(주)나주공장,전라남도 나주시 금천면 영산로 5785,0613397554,냉동제조,암모니아,7664-41-7,538.5RT,20130308,광주광역본부
2041,(주)조아 제1공장,광주광역시 광산구 평동로803번안길 46,0629606000,특고사용,암모니아,7664-41-7,220㎏,20080124,광주광역본부
2042,옵티시스(주),광주광역시 북구 첨단벤처로 124 한국광기술원시험생산2,0629738494,특고사용,암모니아,7664-41-7,21.5㎏,20080611,광주광역본부
2043,옵티시스(주),광주광역시 북구 첨단벤처로 124 한국광기술원시험생산2,0629738494,특고사용,모노실란,7803-62-5,7.05㎥,20080611,광주광역본부
2044,옵티시스(주),광주광역시 북구 첨단벤처로 124 한국광기술원시험생산2,0629738494,특고사용,염소,7782-50-5,13.25㎏,20080611,광주광역본부
2045,한국특수가스(주),광주광역시 광산구 평동로803번길 93 (용동),0629543355,일반판매,아황산가스,7446-09-5,0,20090529,광주광역본부
2046,한국특수가스(주),광주광역시 광산구 평동로803번길 93 (용동),0629543355,일반판매,암모니아,7664-41-7,0,20090529,광주광역본부
2047,한국특수가스(주),광주광역시 광산구 평동로803번길 93 (용동),0629543355,일반판매,일산화탄소,630-08-0,0,20090529,광주광역본부
2048,한국특수가스(주),광주광역시 광산구 평동로803번길 93 (용동),0629543355,일반판매,일산화질소,10102-43-9,0,20090529,광주광역본부
2049,영광군수산업협동조합,전라남도 영광군 법성면 굴비로1길 112,0613562304,냉동제조,암모니아,7664-41-7,299.2RT,20100618,광주광역본부
2050,(주)우리로,광주광역시 광산구 평동산단6번로 102-22,0626028216,일반저장,브롬화수소,10035-10-6,.059Ton,20120305,광주광역본부
2051,(주)우리로,광주광역시 광산구 평동산단6번로 102-22,0626028216,일반저장,암모니아,7664-41-7,.05Ton,20120305,광주광역본부
2052,(주)우리로,광주광역시 광산구 평동산단6번로 102-22,0626028216,일반저장,염소,7782-50-5,.235Ton,20120305,광주광역본부
2053,(주)우리로,광주광역시 광산구 평동산단6번로 102-22,0626028216,일반저장,디보레인,19287-45-7,5.87㎥,20120305,광주광역본부
2054,(주)우리로,광주광역시 광산구 평동산단6번로 102-22,0626028216,일반저장,모노게르만,7782-65-2,5.72㎥,20120305,광주광역본부
2055,(주)우리로,광주광역시 광산구 평동산단6번로 102-22,0626028216,일반저장,포스핀/질소,7803-51-2,11.74㎥,20120305,광주광역본부
2056,(주)우리로,광주광역시 광산구 평동산단6번로 102-22,0626028216,일반저장,모노실란,7803-62-5,9.5㎥,20120305,광주광역본부
2057,(주)우리로,광주광역시 광산구 평동산단6번로 102-22,0626028216,일반저장,사불화메탄,75-73-0,56.8㎥,20120305,광주광역본부
2058,보해양조(주)장성공장,전라남도 장성군 장성읍 보해길 41,0613997748,냉동제조,암모니아,7664-41-7,188.4RT,19961019,광주광역본부
2059,(주)광진피엠,광주광역시 북구 첨단벤처로 156,0629721500,특고사용,암모니아,7664-41-7,870㎏,20161208,광주광역본부
2060,(주)광원,광주광역시 광산구 소촌로123번길 40-17 (소촌동),0629588774,일반제조,R600a,75-28-5,4.32Ton/day,20170630,광주광역본부
2061,(주)광원,광주광역시 광산구 소촌로123번길 40-17 (소촌동),0629588774,일반제조,R600a,75-28-5,.12Ton,20170630,광주광역본부
2062,(주)위니아,광주광역시 광산구 하남산단9번로 110(안청동),0626046180,일반제조,R600a,75-28-5,50.11Ton/day,20170110,광주광역본부
2063,(주)위니아,광주광역시 광산구 하남산단9번로 110(안청동),0626046180,일반제조,R600a,75-28-5,.985Ton,20170110,광주광역본부
2064,주식회사 하남열처리,광주광역시 광산구 하남산단7번로 135-12,0629564775,특고사용,암모니아,7664-41-7,230㎏,20171229,광주광역본부
2065,(주)삼우에프앤지,광주광역시 광산구 평동산단7번로 16-8 2층 공무실,0627162288,냉동제조,암모니아,7664-41-7,344.17RT,20210707,광주광역본부
2066,수산업협동조합중앙회(수협광주공판장호남권분산물류,전라남도 나주시 왕곡면 혁신산단4길 29,0613389940,냉동제조,암모니아,7664-41-7,118RT,20210607,광주광역본부
2067,주식회사 연합열처리,광주광역시 광산구 하남산단9번로 39-12,0629611072,특고사용,암모니아,7664-41-7,100㎏,20171020,광주광역본부
2068,한국에너지공과대학교,전라남도 나주시 교육길 13 (빛가람동) 스마트파크 지식산업센터 H동302호,,특고사용,암모니아,7664-41-7,108.602㎏,20240522,광주광역본부
2069,동신대학교 산학협력단,전라남도 나주시 동신대길 34-15 (대호동),,특고사용,모노실란,7803-62-5,7.1㎥,20240827,광주광역본부
2070,조선대학교,광주광역시 동구 조선대1길 19 (서석동),0622305040,특고사용,암모니아,7664-41-7,25.3㎏,20250218,광주광역본부
2071,조선대학교,광주광역시 동구 조선대1길 19 (서석동),0622305040,특고사용,암모니아,7664-41-7,50.6㎏,20260122,광주광역본부
2072,(주)한국첨단소재,광주광역시 북구 첨단과기로 345 (대촌동),,특고사용,CL2,7782-50-5,58.75㎏,20250613,광주광역본부
2073,(주)한국첨단소재,광주광역시 북구 첨단과기로 345 (대촌동),,특고사용,GEH4,7782-65-2,7.097㎥,20250613,광주광역본부
2074,(주)한국첨단소재,광주광역시 북구 첨단과기로 345 (대촌동),,특고사용,PG(SIH4/NF3),7803-62-5,7.097㎥,20250613,광주광역본부
2075,한국에너지공과대학교,전라남도 나주시 켄텍길 21 (빛가람동),0613209999,특고사용,암모니아,7664-41-7,25.27㎏,20260203,광주광역본부
2076,한국에너지공과대학교,전라남도 나주시 켄텍길 21 (빛가람동),0613209999,특고사용,염소,7782-50-5,58.75㎏,20260203,광주광역본부
2077,한국에너지공과대학교,전라남도 나주시 켄텍길 21 (빛가람동),0613209999,특고사용,모노실란,7803-62-5,6.956㎥,20260203,광주광역본부
2078,송원산업(주),울산광역시 남구 장생포로 83,0522739841,일반저장,염소,7782-50-5,24.998Ton,19961224,울산본부
2079,송원산업(주),울산광역시 남구 장생포로 83,0522739841,일반저장,염소,7782-50-5,24.998Ton,19961224,울산본부
2080,송원산업(주),울산광역시 남구 장생포로 83,0522739841,일반저장,염화메탄,74-87-3,3.76Ton,20140317,울산본부
2081,KPX케미칼(주)울산공장,울산광역시 남구 납도로 103,0522790200,특정제조,산화에틸렌,75-21-8,143.3Ton,19960916,울산본부
2082,KPX케미칼(주)울산공장,울산광역시 남구 납도로 103,0522790200,특정제조,산화에틸렌,75-21-8,158.76Ton,19960916,울산본부
2083,KPX케미칼(주)울산공장,울산광역시 남구 납도로 103,0522790200,특정제조,산화에틸렌,75-21-8,325.4Ton,19960916,울산본부
2084,어프로티움(주),울산광역시 남구 처용로 35 (여천동),0522708500,냉동제조,암모니아,7664-41-7,337.54RT,19970825,울산본부
2085,어프로티움(주),울산광역시 남구 처용로 35 (여천동),0522708500,냉동제조,암모니아,7664-41-7,623.43RT,20150521,울산본부
2086,무림피앤피(주),울산광역시 울주군 온산읍 우봉강양로 3-36,0522317095,일반저장,아황산가스,7446-09-5,20Ton,20080828,울산본부
2087,무림피앤피(주),울산광역시 울주군 온산읍 우봉강양로 3-36,0522317095,일반저장,염소,7782-50-5,30Ton,20001023,울산본부
2088,무림피앤피(주),울산광역시 울주군 온산읍 우봉강양로 3-36,0522317095,일반저장,염소,7782-50-5,30Ton,20001023,울산본부
2089,무림피앤피(주),울산광역시 울주군 온산읍 우봉강양로 3-36,0522317095,일반저장,염소,7782-50-5,1Ton,20001023,울산본부
2090,코오롱인더스트리(주)울산공장,울산광역시 남구 사평로 33,0522598121,일반저장,삼불화붕소,7637-07-2,2814㎥,19980325,울산본부
2091,코오롱인더스트리(주)울산공장,울산광역시 남구 사평로 33,0522598121,특고사용,암모니아,7664-41-7,150㎏,19980925,울산본부
2092,한화솔루션(주)울산2공장,울산광역시 남구 산업로440번길 22 (여천동666번지),0522795332,특정제조,염소,7782-50-5,122.6Ton,19960729,울산본부
2093,한화솔루션(주)울산2공장,울산광역시 남구 산업로440번길 22 (여천동666번지),0522795332,특정제조,염소,7782-50-5,122.6Ton,19960729,울산본부
2094,한화솔루션(주)울산2공장,울산광역시 남구 산업로440번길 22 (여천동666번지),0522795332,특정제조,염소,7782-50-5,43.8Ton/day,19960729,울산본부
2095,금호석유화학(주)합성고무공장,울산광역시 남구 상개로 64 (상개동680),0522596116,냉동제조,암모니아,7664-41-7,460RT,20151102,울산본부
2096,금호석유화학(주)합성고무공장,울산광역시 남구 상개로 64 (상개동680),0522596116,냉동제조,암모니아,7664-41-7,716.95RT,20151102,울산본부
2097,금호석유화학(주)합성고무공장,울산광역시 남구 상개로 64 (상개동680),0522596116,냉동제조,암모니아,7664-41-7,716.95RT,20151102,울산본부
2098,금호석유화학(주)합성고무공장,울산광역시 남구 상개로 64 (상개동680),0522596116,냉동제조,암모니아,7664-41-7,460RT,20151102,울산본부
2099,금호석유화학(주)합성고무공장,울산광역시 남구 상개로 64 (상개동680),0522596116,냉동제조,암모니아,7664-41-7,716.95RT,20151102,울산본부
2100,금호석유화학(주)합성고무공장,울산광역시 남구 상개로 64 (상개동680),0522596116,냉동제조,암모니아,7664-41-7,716.95RT,20151102,울산본부
2101,금호석유화학(주)합성고무공장,울산광역시 남구 상개로 64 (상개동680),0522596116,냉동제조,암모니아,7664-41-7,716.95RT,20151102,울산본부
2102,금호석유화학(주)합성고무공장,울산광역시 남구 상개로 64 (상개동680),0522596116,냉동제조,암모니아,7664-41-7,715.13RT,20151102,울산본부
2103,금호석유화학(주)합성고무공장,울산광역시 남구 상개로 64 (상개동680),0522596116,냉동제조,암모니아,7664-41-7,460RT,20151102,울산본부
2104,금호석유화학(주)합성고무공장,울산광역시 남구 상개로 64 (상개동680),0522596116,냉동제조,암모니아,7664-41-7,715.13RT,,울산본부
2105,금호석유화학(주)합성고무공장,울산광역시 남구 상개로 64 (상개동680),0522596116,냉동제조,암모니아,7664-41-7,715.13RT,,울산본부
2106,금호석유화학(주)합성고무공장,울산광역시 남구 상개로 64 (상개동680),0522596116,냉동제조,암모니아,7664-41-7,715.13RT,20121012,울산본부
2107,금호석유화학(주)합성고무공장,울산광역시 남구 상개로 64 (상개동680),0522596116,냉동제조,암모니아,7664-41-7,715.13RT,20121012,울산본부
2108,금호석유화학(주)합성고무공장,울산광역시 남구 상개로 64 (상개동680),0522596116,냉동제조,암모니아,7664-41-7,715.13RT,20121012,울산본부
2109,(주)코린화학,울산광역시 울주군 온산읍 화산1길 82,0522381106,일반저장,산화에틸렌,75-21-8,39Ton,19960903,울산본부
2110,홍인화학(주),울산광역시 남구 사평로 216,0522739191,일반충전,염소,7782-50-5,79.2Ton,20080129,울산본부
2111,홍인화학(주),울산광역시 남구 사평로 216,0522739191,일반제조,염화수소,7647-01-0,18.556Ton/day,20091118,울산본부
2112,홍인화학(주),울산광역시 남구 사평로 216,0522739191,일반제조,염소,7782-50-5,9.48Ton/day,20110124,울산본부
2113,홍인화학(주),울산광역시 남구 사평로 216,0522739191,일반제조,염소,7782-50-5,10.285Ton,20110124,울산본부
2114,에이치디현대중공업(주),울산광역시 동구 방어진순환도로 1000 (전하동) 1000,0522034800,일반제조,암모니아,7664-41-7,434.304Ton/day,20240718,울산본부
2115,에이치디현대중공업(주),울산광역시 동구 방어진순환도로 1000 (전하동) 1000,0522034800,일반저장,암모니아,7664-41-7,154.226Ton,,울산본부
2116,현대자동차(주),울산광역시 북구 염포로 700 (양정동),0522158445,특고사용,암모니아,7664-41-7,200㎏,20050415,울산본부
2117,현대자동차(주),울산광역시 북구 염포로 700 (양정동),0522158445,특고사용,암모니아,7664-41-7,200㎏,20090707,울산본부
2118,(주)카프로,울산광역시 남구 사평로 108-12 카프로(주),0522709501,특정제조,암모니아,7664-41-7,1060Ton,20040320,울산본부
2119,(주)카프로,울산광역시 남구 사평로 108-12 카프로(주),0522709501,특정제조,암모니아,7664-41-7,87.2Ton/day,20040320,울산본부
2120,(주)카프로,울산광역시 남구 사평로 108-12 카프로(주),0522709501,특정제조,암모니아,7664-41-7,50.008Ton/day,20040318,울산본부
2121,(주)카프로,울산광역시 남구 사평로 108-12 카프로(주),0522709501,냉동제조,암모니아,7664-41-7,285.5RT,,울산본부
2122,동서석유화학(주),울산광역시 남구 사평로 108-70 (동서석유화학(주)),0522597691,특정제조,암모니아,7664-41-7,184.79Ton,19970624,울산본부
2123,동서석유화학(주),울산광역시 남구 사평로 108-70 (동서석유화학(주)),0522597691,특정제조,암모니아,7664-41-7,184.79Ton,19970624,울산본부
2124,동서석유화학(주),울산광역시 남구 사평로 108-70 (동서석유화학(주)),0522597691,특정제조,암모니아,7664-41-7,184.79Ton,19970624,울산본부
2125,동서석유화학(주),울산광역시 남구 사평로 108-70 (동서석유화학(주)),0522597691,특정제조,암모니아,7664-41-7,184.79Ton,19970624,울산본부
2126,동서석유화학(주),울산광역시 남구 사평로 108-70 (동서석유화학(주)),0522597691,특정제조,암모니아,7664-41-7,131238N㎥/day,19970624,울산본부
2127,동서석유화학(주),울산광역시 남구 사평로 108-70 (동서석유화학(주)),0522597691,특정제조,암모니아,7664-41-7,194.71Ton,19970624,울산본부
2128,동서석유화학(주),울산광역시 남구 사평로 108-70 (동서석유화학(주)),0522597691,특정제조,암모니아,7664-41-7,184.79Ton,19970624,울산본부
2129,동서석유화학(주),울산광역시 남구 사평로 108-70 (동서석유화학(주)),0522597691,특정제조,암모니아,7664-41-7,184.79Ton,19970624,울산본부
2130,동서석유화학(주),울산광역시 남구 사평로 108-70 (동서석유화학(주)),0522597691,특정제조,암모니아,7664-41-7,184.79Ton,19970624,울산본부
2131,동서석유화학(주),울산광역시 남구 사평로 108-70 (동서석유화학(주)),0522597691,특정제조,시안화수소,74-90-8,109.78Ton/day,20121102,울산본부
2132,동서석유화학(주),울산광역시 남구 사평로 108-70 (동서석유화학(주)),0522597691,특정제조,암모니아,7664-41-7,346.46Ton/day,20030321,울산본부
2133,동서석유화학(주),울산광역시 남구 사평로 108-70 (동서석유화학(주)),0522597691,특정제조,암모니아,7664-41-7,4765N㎥/day,20030204,울산본부
2134,동서석유화학(주),울산광역시 남구 사평로 108-70 (동서석유화학(주)),0522597691,특정제조,암모니아,7664-41-7,333.07Ton/day,20121204,울산본부
2135,대한유화(주)온산공장,울산광역시 울주군 온산읍 온산로 134,0522311223,특정제조,산화에틸렌,75-21-8,282.39Ton,20141112,울산본부
2136,대한유화(주)온산공장,울산광역시 울주군 온산읍 온산로 134,0522311223,특정제조,산화에틸렌,75-21-8,1031.94Ton,20141112,울산본부
2137,대한유화(주)온산공장,울산광역시 울주군 온산읍 온산로 134,0522311223,특정제조,산화에틸렌,75-21-8,240.3Ton/day,20141112,울산본부
2138,대한유화(주)온산공장,울산광역시 울주군 온산읍 온산로 134,0522311223,특정제조,산화에틸렌,75-21-8,282.39Ton,20141112,울산본부
2139,대한유화(주)온산공장,울산광역시 울주군 온산읍 온산로 134,0522311223,특정제조,산화에틸렌,75-21-8,1031.94Ton,20141112,울산본부
2140,대한유화(주)온산공장,울산광역시 울주군 온산읍 온산로 134,0522311223,특정제조,산화에틸렌,75-21-8,1031.94Ton,20141112,울산본부
2141,(주)팜한농 울산공장,울산광역시 남구 납도로 156(매암동),0522596382,특정제조,암모니아,7664-41-7,281.99Ton,20181016,울산본부
2142,(주)팜한농 울산공장,울산광역시 남구 납도로 156(매암동),0522596382,특정제조,암모니아,7664-41-7,1500Ton,20181016,울산본부
2143,(주)팜한농 울산공장,울산광역시 남구 납도로 156(매암동),0522596382,특정제조,암모니아,7664-41-7,3000Ton/day,19960129,울산본부
2144,(주)팜한농 울산공장,울산광역시 남구 납도로 156(매암동),0522596382,냉동제조,암모니아,7664-41-7,6.1RT,20160517,울산본부
2145,(주)팜한농 울산공장,울산광역시 남구 납도로 156(매암동),0522596382,냉동제조,암모니아,7664-41-7,89.17RT,20160517,울산본부
2146,대한유화(주)울산공장,울산광역시 남구 처용로 260-158 (부곡동),0522788234,냉동제조,암모니아,7664-41-7,115RT,19960608,울산본부
2147,대한유화(주)울산공장,울산광역시 남구 처용로 260-158 (부곡동),0522788234,냉동제조,암모니아,7664-41-7,88.6RT,,울산본부
2148,대한유화(주)울산공장,울산광역시 남구 처용로 260-158 (부곡동),0522788234,냉동제조,암모니아,7664-41-7,89RT,20180604,울산본부
2149,대한유화(주)울산공장,울산광역시 남구 처용로 260-158 (부곡동),0522788234,냉동제조,암모니아,7664-41-7,184.91RT,20180604,울산본부
2150,대한유화(주)울산공장,울산광역시 남구 처용로 260-158 (부곡동),0522788234,냉동제조,암모니아,7664-41-7,240.05RT,20190508,울산본부
2151,대한유화(주)울산공장,울산광역시 남구 처용로 260-158 (부곡동),0522788234,냉동제조,암모니아,7664-41-7,69.5RT,20190508,울산본부
2152,대한유화(주)울산공장,울산광역시 남구 처용로 260-158 (부곡동),0522788234,냉동제조,암모니아,7664-41-7,115RT,,울산본부
2153,에스케이피아이씨글로벌(주),울산광역시 남구 용잠로 255,0522785151,특정제조,벤젠,71-43-2,1023Ton/day,19970630,울산본부
2154,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,암모니아,7664-41-7,12996.32Ton/day,20121005,울산본부
2155,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,암모니아,7664-41-7,12893Ton,20121005,울산본부
2156,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,암모니아,7664-41-7,12893Ton,20121005,울산본부
2157,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,암모니아,7664-41-7,12893Ton,20121005,울산본부
2158,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,암모니아,7664-41-7,12893Ton,20121005,울산본부
2159,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,암모니아,7664-41-7,13000Ton,20121005,울산본부
2160,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,암모니아,7664-41-7,27365Ton,20121005,울산본부
2161,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,암모니아,7664-41-7,3000Ton,20121005,울산본부
2162,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,암모니아,7664-41-7,800Ton,20121005,울산본부
2163,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,냉동제조,암모니아,7664-41-7,59.4RT,19960426,울산본부
2164,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,디메틸아민(DMA),124-40-3,80Ton,19960322,울산본부
2165,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,디메틸아민(DMA),124-40-3,80Ton,19960322,울산본부
2166,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,트리메틸아민(TMA),75-50-3,90Ton,19960322,울산본부
2167,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,디메틸아민(DMA),124-40-3,80Ton,19960322,울산본부
2168,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,디메틸아민(DMA),124-40-3,80Ton,19960322,울산본부
2169,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,디메틸아민(DMA),124-40-3,119.7Ton,19960322,울산본부
2170,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,디메틸아민(DMA),124-40-3,119.7Ton,19960322,울산본부
2171,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,트리메틸아민(TMA),75-50-3,92.2Ton,19960322,울산본부
2172,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,트리메틸아민(TMA),75-50-3,60Ton/day,19960322,울산본부
2173,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,암모니아,7664-41-7,37.36Ton/day,19960322,울산본부
2174,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,디메틸아민(DMA),124-40-3,58.88Ton/day,19960322,울산본부
2175,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,염소,7782-50-5,208.8Ton/day,19961223,울산본부
