업체명,소재지,대표전화,장비·인력,단위,수량
여천NCC㈜ 여수1공장,전라남도 여수시 여수산단3로 2,061-688-6065,분말오일흡착제,KG,50
여천NCC㈜ 여수1공장,전라남도 여수시 여수산단3로 2,061-688-6065,소석회,KG,500
여천NCC㈜ 여수1공장,전라남도 여수시 여수산단3로 2,061-688-6065,규조토,KG,"1,000"
여천NCC㈜ 여수1공장,전라남도 여수시 여수산단3로 2,061-688-6065,계면활성제,KG,400
여천NCC㈜ 여수1공장,전라남도 여수시 여수산단3로 2,061-688-6065,오일흡착포,KG,300
여천NCC㈜ 여수1공장,전라남도 여수시 여수산단3로 2,061-688-6065,방재인원(일근),명,25
여천NCC㈜ 여수1공장,전라남도 여수시 여수산단3로 2,061-688-6065,방재인원(교대조),명,14
여천NCC㈜ 여수2공장,전라남도 여수시 여수산단2로 46-20,061-688-6065,소방차,대,2
여천NCC㈜ 여수2공장,전라남도 여수시 여수산단2로 46-20,061-688-6065,1톤트럭,대,1
여천NCC㈜ 여수2공장,전라남도 여수시 여수산단2로 46-20,061-688-6065,오일휀스(하천),EA(20M),1
여천NCC㈜ 여수2공장,전라남도 여수시 여수산단2로 46-20,061-688-6065,가스감지기,EA,5
여천NCC㈜ 여수2공장,전라남도 여수시 여수산단2로 46-20,061-688-6065,내산복,EA,15
여천NCC㈜ 여수2공장,전라남도 여수시 여수산단2로 46-20,061-688-6065,화학복,EA,2
여천NCC㈜ 여수2공장,전라남도 여수시 여수산단2로 46-20,061-688-6065,공기통마스크,EA,38
여천NCC㈜ 여수2공장,전라남도 여수시 여수산단2로 46-20,061-688-6065,양수기,EA,1
여천NCC㈜ 여수2공장,전라남도 여수시 여수산단2로 46-20,061-688-6065,모래주머니,EA,200
여천NCC㈜ 여수2공장,전라남도 여수시 여수산단2로 46-20,061-688-6065,규조토,KG,620
여천NCC㈜ 여수2공장,전라남도 여수시 여수산단2로 46-20,061-688-6065,제오라이트,KG,90
여천NCC㈜ 여수2공장,전라남도 여수시 여수산단2로 46-20,061-688-6065,오일흡착포,KG,170
여천NCC㈜ 여수2공장,전라남도 여수시 여수산단2로 46-20,061-688-6065,계면활성제,KG,600
여천NCC㈜ 여수2공장,전라남도 여수시 여수산단2로 46-20,061-688-6065,방재인원(일근),명,15
여천NCC㈜ 여수2공장,전라남도 여수시 여수산단2로 46-20,061-688-6065,방재인원(교대조),명,10
여천NCC㈜ 여수3공장,전라남도 여수시 여수산단2로 220-62,061-688-6065,소방차,대,2
여천NCC㈜ 여수3공장,전라남도 여수시 여수산단2로 220-62,061-688-6065,1톤트럭,대,1
여천NCC㈜ 여수3공장,전라남도 여수시 여수산단2로 220-62,061-688-6065,펌프카,대,1
여천NCC㈜ 여수3공장,전라남도 여수시 여수산단2로 220-62,061-688-6065,오일휀스(하천),EA(20M),1
여천NCC㈜ 여수3공장,전라남도 여수시 여수산단2로 220-62,061-688-6065,가스감지기,EA,4
여천NCC㈜ 여수3공장,전라남도 여수시 여수산단2로 220-62,061-688-6065,내산복,EA,54
여천NCC㈜ 여수3공장,전라남도 여수시 여수산단2로 220-62,061-688-6065,화학복,EA,2
여천NCC㈜ 여수3공장,전라남도 여수시 여수산단2로 220-62,061-688-6065,공기통마스크,EA,30
여천NCC㈜ 여수3공장,전라남도 여수시 여수산단2로 220-62,061-688-6065,양수기,EA,1
여천NCC㈜ 여수3공장,전라남도 여수시 여수산단2로 220-62,061-688-6065,모래주머니,EA,340
여천NCC㈜ 여수3공장,전라남도 여수시 여수산단2로 220-62,061-688-6065,규조토,KG,250
여천NCC㈜ 여수3공장,전라남도 여수시 여수산단2로 220-62,061-688-6065,소석회,KG,530
여천NCC㈜ 여수3공장,전라남도 여수시 여수산단2로 220-62,061-688-6065,활석분,KG,130
여천NCC㈜ 여수3공장,전라남도 여수시 여수산단2로 220-62,061-688-6065,오일흡착포,KG,90
여천NCC㈜ 여수3공장,전라남도 여수시 여수산단2로 220-62,061-688-6065,계면활성제,KG,600
여천NCC㈜ 여수3공장,전라남도 여수시 여수산단2로 220-62,061-688-6065,방재인원(일근),명,10
여천NCC㈜ 여수3공장,전라남도 여수시 여수산단2로 220-62,061-688-6065,방재인원(교대조),명,8
여천NCC㈜ C5분리공장,전라남도 여수시 화치동 1468,061-688-6065,소방차,대,1
여천NCC㈜ C5분리공장,전라남도 여수시 화치동 1468,061-688-6065,가스감지기,EA,1
여천NCC㈜ C5분리공장,전라남도 여수시 화치동 1468,061-688-6065,공기통마스크,EA,4
여천NCC㈜ C5분리공장,전라남도 여수시 화치동 1468,061-688-6065,모래주머니,EA,300
여천NCC㈜ C5분리공장,전라남도 여수시 화치동 1468,061-688-6065,분말오일흡착제,EA,300
여천NCC㈜ C5분리공장,전라남도 여수시 화치동 1468,061-688-6065,방재인원(일근),명,5
여천NCC㈜ C5분리공장,전라남도 여수시 화치동 1468,061-688-6065,방재인원(교대조),명,3
㈜와이엔텍,전라남도 여수시 여수산단로 1232,061-690-6910,굴삭기,대,1
㈜와이엔텍,전라남도 여수시 여수산단로 1232,061-690-6910,황산,KG,30
㈜와이엔텍,전라남도 여수시 여수산단로 1232,061-690-6910,모래,KG,100
㈜와이엔텍,전라남도 여수시 여수산단로 1232,061-690-6910,흡착포,EA,60
㈜와이엔텍,전라남도 여수시 여수산단로 1232,061-690-6910,보호장갑,EA,2
㈜와이엔텍,전라남도 여수시 여수산단로 1232,061-690-6910,보호장화,EA,2
㈜와이엔텍,전라남도 여수시 여수산단로 1232,061-690-6910,방독마스크,SET,2
㈜와이엔텍,전라남도 여수시 여수산단로 1232,061-690-6910,방독면필터,EA,2
㈜와이엔텍,전라남도 여수시 여수산단로 1232,061-690-6910,안전면,EA,2
㈜와이엔텍,전라남도 여수시 여수산단로 1232,061-690-6910,방재인원,명,10
오리온엔지니어드카본즈㈜,전라남도 여수시 진달래길 310-88,061-690-5143,소방차,대,1
오리온엔지니어드카본즈㈜,전라남도 여수시 진달래길 310-88,061-690-5143,유처리제,L,100
오리온엔지니어드카본즈㈜,전라남도 여수시 진달래길 310-88,061-690-5143,유흡착제,BOX,10
오리온엔지니어드카본즈㈜,전라남도 여수시 진달래길 310-88,061-690-5143,반면형마스크,EA,30
오리온엔지니어드카본즈㈜,전라남도 여수시 진달래길 310-88,061-690-5143,보호장갑,EA,100
오리온엔지니어드카본즈㈜,전라남도 여수시 진달래길 310-88,061-690-5143,보호장화,EA,30
오리온엔지니어드카본즈㈜,전라남도 여수시 진달래길 310-88,061-690-5143,공기호흡기,대,10
오리온엔지니어드카본즈㈜,전라남도 여수시 진달래길 310-88,061-690-5143,건사,포,50
오리온엔지니어드카본즈㈜,전라남도 여수시 진달래길 310-88,061-690-5143,방독마스크,EA,50
오리온엔지니어드카본즈㈜,전라남도 여수시 진달래길 310-88,061-690-5143,내화학복,EA,30
㈜유니테크 여수지점,전라남도 여수시 진달래길 14,061-692-0461,방제복(1-B형식),SET,2
㈜유니테크 여수지점,전라남도 여수시 진달래길 14,061-692-0461,공기호흡기(60분),SET,2
㈜유니테크 여수지점,전라남도 여수시 진달래길 14,061-692-0461,규조토,EA(20kg),10
㈜유니테크 여수지점,전라남도 여수시 진달래길 14,061-692-0461,중화제(NaOH4%),EA(18L),10
㈜유니테크 여수지점,전라남도 여수시 진달래길 14,061-692-0461,중화제(HCl),EA(18L),6
㈜유니테크 여수지점,전라남도 여수시 진달래길 14,061-692-0461,전면형방독마스크,EA,4
㈜유니테크 여수지점,전라남도 여수시 진달래길 14,061-692-0461,반면형방독마스크,EA,4
㈜유니테크 여수지점,전라남도 여수시 진달래길 14,061-692-0461,전면형필터,SET,4
㈜유니테크 여수지점,전라남도 여수시 진달래길 14,061-692-0461,반면형필터,SET,4
㈜유니테크 여수지점,전라남도 여수시 진달래길 14,061-692-0461,보안경(유체용),EA,4
㈜유니테크 여수지점,전라남도 여수시 진달래길 14,061-692-0461,내화학장갑,SET,8
㈜유니테크 여수지점,전라남도 여수시 진달래길 14,061-692-0461,내화학장화,SET,8
㈜유니테크 여수지점,전라남도 여수시 진달래길 14,061-692-0461,내화학복(C형식),EA,8
㈜유니테크 여수지점,전라남도 여수시 진달래길 14,061-692-0461,유흡착포,BOX,4
㈜유니테크 여수지점,전라남도 여수시 진달래길 14,061-692-0461,삽,EA,2
㈜위스컴여수공장,전라남도 여수시 중흥동 1449,061-685-8337,방제장비,-,-
㈜위스컴여수공장,전라남도 여수시 중흥동 1449,061-685-8337,방재인원,명,3
이맥솔루션㈜,전라남도 순천시 서면 곰배미길 63,061-755-7295,방제장비,-,-
이맥솔루션㈜,전라남도 순천시 서면 곰배미길 63,061-755-7295,방제물품,-,-
이맥솔루션㈜,전라남도 순천시 서면 곰배미길 63,061-755-7295,방재인원,명,3
㈜이화산업,전라남도 여수시 여수산단로 597,061-686-4878,흡착포,BOX,1
㈜이화산업,전라남도 여수시 여수산단로 597,061-686-4878,전면형마스크,EA,3
㈜이화산업,전라남도 여수시 여수산단로 597,061-686-4878,보호장갑,EA,3
㈜이화산업,전라남도 여수시 여수산단로 597,061-686-4878,보호장화,EA,3
㈜이화산업,전라남도 여수시 여수산단로 597,061-686-4878,보호의,EA,3
㈜이화산업,전라남도 여수시 여수산단로 597,061-686-4878,소석회,TON,1
㈜이화산업,전라남도 여수시 여수산단로 597,061-686-4878,방재인원,명,3
인제화학㈜,전라남도 여수시 화양면 화양로 1122-12,061-685-4300,방제장비,-,-
인제화학㈜,전라남도 여수시 화양면 화양로 1122-12,061-685-4300,모래,KG,20
일양화학㈜,전라남도 여수시 여수산단2로 14,061-683-2201,지게차,대(3ton),2
일양화학㈜,전라남도 여수시 여수산단2로 14,061-683-2201,공기호흡기,EA,3
일양화학㈜,전라남도 여수시 여수산단2로 14,061-683-2201,옥내소화전,EA,8
일양화학㈜,전라남도 여수시 여수산단2로 14,061-683-2201,중화제 살포기,EA,1
일양화학㈜,전라남도 여수시 여수산단2로 14,061-683-2201,살포기,,
일양화학㈜,전라남도 여수시 여수산단2로 14,061-683-2201,화학보호복(A형),벌,4
일양화학㈜,전라남도 여수시 여수산단2로 14,061-683-2201,화학보호복(C형),벌,50
일양화학㈜,전라남도 여수시 여수산단2로 14,061-683-2201,암모니아수,KG,100
일양화학㈜,전라남도 여수시 여수산단2로 14,061-683-2201,활성탄,KG,100
일양화학㈜,전라남도 여수시 여수산단2로 14,061-683-2201,방재인원,명,15
재원산업㈜,전라남도 여수시 낙포단지길 79,061-690-9273,고압진공차,대,1
재원산업㈜,전라남도 여수시 낙포단지길 79,061-690-9273,진공차량,대,1
재원산업㈜,전라남도 여수시 낙포단지길 79,061-690-9273,카고크레인,대,1
재원산업㈜,전라남도 여수시 낙포단지길 79,061-690-9273,1톤 포터,대,2
재원산업㈜,전라남도 여수시 낙포단지길 79,061-690-9273,유독물흡수포,BOX,7
재원산업㈜,전라남도 여수시 낙포단지길 79,061-690-9273,오일흡수포,BOX,10
재원산업㈜,전라남도 여수시 낙포단지길 79,061-690-9273,PE BAG,장,550
재원산업㈜,전라남도 여수시 낙포단지길 79,061-690-9273,화학물질BAG,EA,1
재원산업㈜,전라남도 여수시 낙포단지길 79,061-690-9273,방재인원,명,25
재원산업㈜ 두암공장,전라남도 여수시 여수산단로 742,061-690-9273,톱밥,KG,30
재원산업㈜ 두암공장,전라남도 여수시 여수산단로 742,061-690-9273,유독물 흡수포,BOX,2
재원산업㈜ 두암공장,전라남도 여수시 여수산단로 742,061-690-9273,오일흡수포,BOX,3
재원산업㈜ 두암공장,전라남도 여수시 여수산단로 742,061-690-9273,PE BAG,장,50
재원산업㈜ 두암공장,전라남도 여수시 여수산단로 742,061-690-9273,방재인원,명,5
㈜지와이씨,전라남도 순천시 용당동 신흥길 38,061-724-9393,유흡착포,ROLL,2
㈜지와이씨,전라남도 순천시 용당동 신흥길 38,061-724-9393,모래주머니,EA,15
㈜지와이씨,전라남도 순천시 용당동 신흥길 38,061-724-9393,팽창질석,L,100
㈜케이씨씨 여천공장,전라남도 여수시 상암로 601,061-680-7820,오일휀스,M,60
㈜케이씨씨 여천공장,전라남도 여수시 상암로 601,061-680-7820,흡착포,BOX,10
㈜케이씨씨 여천공장,전라남도 여수시 상암로 601,061-680-7820,유처리제,L,60
㈜케이씨씨 여천공장,전라남도 여수시 상암로 601,061-680-7820,방재인원,명,20
케미스타㈜,전라남도 순천시 해룡면 율촌산단1로 19-59,061-811-3033,방제장비,-,-
케미스타㈜,전라남도 순천시 해룡면 율촌산단1로 19-59,061-811-3033,모래주머니,KG,600
케미스타㈜,전라남도 순천시 해룡면 율촌산단1로 19-59,061-811-3033,마른모래,KG,400
케미스타㈜,전라남도 순천시 해룡면 율촌산단1로 19-59,061-811-3033,흡착포,BOX,5
케미스타㈜,전라남도 순천시 해룡면 율촌산단1로 19-59,061-811-3033,방재인원,명,9
케이씨환경서비스㈜ 여수사업부,전라남도 여수시 산단중앙로 30-36,061-805-9501,소석회,EA,5
케이씨환경서비스㈜ 여수사업부,전라남도 여수시 산단중앙로 30-36,061-805-9501,유처리제,EA,4
케이씨환경서비스㈜ 여수사업부,전라남도 여수시 산단중앙로 30-36,061-805-9501,유흡착제,EA,4
케이씨환경서비스㈜ 여수사업부,전라남도 여수시 산단중앙로 30-36,061-805-9501,전면형마스크,EA,2
케이씨환경서비스㈜ 여수사업부,전라남도 여수시 산단중앙로 30-36,061-805-9501,보호장갑,EA,2
케이씨환경서비스㈜ 여수사업부,전라남도 여수시 산단중앙로 30-36,061-805-9501,보호장화,EA,2
케이씨환경서비스㈜ 여수사업부,전라남도 여수시 산단중앙로 30-36,061-805-9501,보호복,EA,2
케이알코폴리머㈜,전라남도 여수시 여수산단4로 60,061-688-7710,오일휀스,M,24
케이알코폴리머㈜,전라남도 여수시 여수산단4로 60,061-688-7710,유흡착포,BOX(10KG),2
케이알코폴리머㈜,전라남도 여수시 여수산단4로 60,061-688-7710,방제인력(주간),명,20
케이알코폴리머㈜,전라남도 여수시 여수산단4로 60,061-688-7710,방제인력(야간),명,7
케이에스광학㈜,전라남도 순천시 율촌산단4로 26-108,061-727-9717,반면형마스크,EA,34
케이에스광학㈜,전라남도 순천시 율촌산단4로 26-108,061-727-9717,전면형마스크,EA,30
케이에스광학㈜,전라남도 순천시 율촌산단4로 26-108,061-727-9717,방독면필터(6001K),EA,41
케이에스광학㈜,전라남도 순천시 율촌산단4로 26-108,061-727-9717,방독면필터(6003K),EA,56
케이에스광학㈜,전라남도 순천시 율촌산단4로 26-108,061-727-9717,방독면필터(6006K),EA,40
케이에스광학㈜,전라남도 순천시 율촌산단4로 26-108,061-727-9717,내화학복,EA,19
케이에스광학㈜,전라남도 순천시 율촌산단4로 26-108,061-727-9717,내화학장갑,SET,42
케이에스광학㈜,전라남도 순천시 율촌산단4로 26-108,061-727-9717,안전장화,SET,20
케이에스광학㈜,전라남도 순천시 율촌산단4로 26-108,061-727-9717,보안경,㎥,0.25
케이에스광학㈜,전라남도 순천시 율촌산단4로 26-108,061-727-9717,유흡착포,BOX(300EA),3
케이에스광학㈜,전라남도 순천시 율촌산단4로 26-108,061-727-9717,케미칼흡착포,BOX(300EA),3
케이에스광학㈜,전라남도 순천시 율촌산단4로 26-108,061-727-9717,건사,KG,400
케이에스광학㈜,전라남도 순천시 율촌산단4로 26-108,061-727-9717,소석회,KG,105
KPX라이프 사이언스㈜,전라남도 여수시 여수산단2로 84,061-688-4622,공기호흡기,EA,22
KPX라이프 사이언스㈜,전라남도 여수시 여수산단2로 84,061-688-4622,송기식마스크,EA,12
KPX라이프 사이언스㈜,전라남도 여수시 여수산단2로 84,061-688-4622,보호복,EA,12
KPX라이프 사이언스㈜,전라남도 여수시 여수산단2로 84,061-688-4622,내화학장화,EA,6
KPX라이프 사이언스㈜,전라남도 여수시 여수산단2로 84,061-688-4622,내화학보호복,EA,10
KPX라이프 사이언스㈜,전라남도 여수시 여수산단2로 84,061-688-4622,화학용장갑,EA,17
KPX라이프 사이언스㈜,전라남도 여수시 여수산단2로 84,061-688-4622,안전모,EA,4
KPX라이프 사이언스㈜,전라남도 여수시 여수산단2로 84,061-688-4622,보안경,EA,3
KPX라이프 사이언스㈜,전라남도 여수시 여수산단2로 84,061-688-4622,보안면,EA,2
KPX라이프 사이언스㈜,전라남도 여수시 여수산단로 201,061-688-4622,전면마스크,EA,9
KPX라이프 사이언스㈜,전라남도 여수시 여수산단로 201,061-688-4622,보안면,EA,11
KPX라이프 사이언스㈜,전라남도 여수시 여수산단로 201,061-688-4622,내화학장갑,EA,33
KPX라이프 사이언스㈜,전라남도 여수시 여수산단로 201,061-688-4622,내화학장화,EA,8
KPX라이프 사이언스㈜,전라남도 여수시 여수산단로 201,061-688-4622,내화학보호복,EA,6
KPX라이프 사이언스㈜,전라남도 여수시 여수산단로 201,061-688-4622,우의,EA,7
KPX라이프 사이언스㈜,전라남도 여수시 여수산단로 201,061-688-4622,보안경,EA,10
KPX라이프 사이언스㈜,전라남도 여수시 여수산단로 201,061-688-4622,삽,EA,9
KPX라이프 사이언스㈜,전라남도 여수시 여수산단로 201,061-688-4622,안전모,EA,2
KPX라이프 사이언스㈜,전라남도 여수시 여수산단로 201,061-688-4622,규조토,BOX,1
KPX라이프 사이언스㈜,전라남도 여수시 여수산단로 201,061-688-4622,모래주머니,EA,4
KPX라이프 사이언스㈜,전라남도 여수시 여수산단로 201,061-688-4622,유흡착제,BOX,1
비를라카본코리아㈜,전라남도 여수시 여수산단2로 46-101,061-688-3331,유처리제,EA,10
비를라카본코리아㈜,전라남도 여수시 여수산단2로 46-101,061-688-3331,모래,KG,15
비를라카본코리아㈜,전라남도 여수시 여수산단2로 46-101,061-688-3331,유흡착포,BOX,10
비를라카본코리아㈜,전라남도 여수시 여수산단2로 46-101,061-688-3331,전면형마스크,EA,105
비를라카본코리아㈜,전라남도 여수시 여수산단2로 46-101,061-688-3331,반면형마스크,EA,25
비를라카본코리아㈜,전라남도 여수시 여수산단2로 46-101,061-688-3331,보호장갑,EA,30
비를라카본코리아㈜,전라남도 여수시 여수산단2로 46-101,061-688-3331,보호장화,EA,10
비를라카본코리아㈜,전라남도 여수시 여수산단2로 46-101,061-688-3331,공기호흡기,EA,5
비를라카본코리아㈜,전라남도 여수시 여수산단2로 46-101,061-688-3331,AED,대,2
비를라카본코리아㈜,전라남도 여수시 여수산단2로 46-101,061-688-3331,산소소생기,EA,5
비를라카본코리아㈜,전라남도 여수시 여수산단2로 46-101,061-688-3331,지게차,대,10
비를라카본코리아㈜,전라남도 여수시 여수산단2로 46-101,061-688-3331,보호의,EA,12
코오롱인더스트리㈜ 여수공장,전라남도 여수시 산단중앙로 213,061-690-9842,화학소방차,대,1
코오롱인더스트리㈜ 여수공장,전라남도 여수시 산단중앙로 213,061-690-9842,공기호흡기,EA,11
코오롱인더스트리㈜ 여수공장,전라남도 여수시 산단중앙로 213,061-690-9842,오일펜스,SET,2
코오롱인더스트리㈜ 여수공장,전라남도 여수시 산단중앙로 213,061-690-9842,유처리제,통,10
코오롱인더스트리㈜ 여수공장,전라남도 여수시 산단중앙로 213,061-690-9842,유흡착포,BOX,20
코오롱인더스트리㈜ 여수공장,전라남도 여수시 산단중앙로 213,061-690-9842,오일붐,SET,1
코오롱인더스트리㈜ 여수공장,전라남도 여수시 산단중앙로 213,061-690-9842,반면형마스크,EA,25
코오롱인더스트리㈜ 여수공장,전라남도 여수시 산단중앙로 213,061-690-9842,보호장갑,EA,43
코오롱인더스트리㈜ 여수공장,전라남도 여수시 산단중앙로 213,061-690-9842,보호장화,EA,21
코오롱인더스트리㈜ 여수공장,전라남도 여수시 산단중앙로 213,061-690-9842,안전보호복,EA,25
코오롱인더스트리㈜ 여수공장,전라남도 여수시 산단중앙로 213,061-690-9842,방재인원,명,25
㈜클린메터,전라남도 여수시 여수산단1로 310-37,061-807-2244,보호장갑,EA,2
㈜클린메터,전라남도 여수시 여수산단1로 310-37,061-807-2244,보호장화,EA,2
㈜클린메터,전라남도 여수시 여수산단1로 310-37,061-807-2244,방독면,EA,2
㈜클린메터,전라남도 여수시 여수산단1로 310-37,061-807-2244,보호복,EA,2
㈜클린메터,전라남도 여수시 여수산단1로 310-37,061-807-2244,마대,EA,20
㈜클린메터,전라남도 여수시 여수산단1로 310-37,061-807-2244,흡착포,EA,30
㈜클린메터,전라남도 여수시 여수산단1로 310-37,061-807-2244,방재인원,명,3
㈜포스코 광양제철소,전라남도 광양시 제철로1800,061-790-2542,소방차,대,3
㈜포스코 광양제철소,전라남도 광양시 제철로1800,061-790-2542,진공차,대,2
㈜포스코 광양제철소,전라남도 광양시 제철로1800,061-790-2542,구급차,대,2
㈜포스코 광양제철소,전라남도 광양시 제철로1800,061-790-2542,제트워셔카,대,1
㈜포스코 광양제철소,전라남도 광양시 제철로1800,061-790-2542,복합장비,대,1
㈜포스코 광양제철소,전라남도 광양시 제철로1800,061-790-2542,공기호흡기,EA,175
㈜포스코 광양제철소,전라남도 광양시 제철로1800,061-790-2542,화학방독면,EA,764
㈜포스코 광양제철소,전라남도 광양시 제철로1800,061-790-2542,보호장갑,EA,772
㈜포스코 광양제철소,전라남도 광양시 제철로1800,061-790-2542,보호장화,EA,399
㈜포스코 광양제철소,전라남도 광양시 제철로1800,061-790-2542,화학보호복(1형식),EA,48
㈜포스코 광양제철소,전라남도 광양시 제철로1800,061-790-2542,화학보호복(3형식),EA,805
㈜포스코 광양제철소,전라남도 광양시 제철로1800,061-790-2542,중화액,EA,252
㈜포스코 광양제철소,전라남도 광양시 제철로1800,061-790-2542,중화제,EA,242
㈜포스코 광양제철소,전라남도 광양시 제철로1800,061-790-2542,모래주머니,EA,1689
㈜포스코 광양제철소,전라남도 광양시 제철로1800,061-790-2542,방재인원,명,30
포스코에너지㈜,전라남도 광양시 제철로1800,061-790-8494,공기호흡기,EA,4
포스코에너지㈜,전라남도 광양시 제철로1800,061-790-8494,전동식공기호흡기,EA,2
포스코에너지㈜,전라남도 광양시 제철로1800,061-790-8494,보호장갑,EA,22
포스코에너지㈜,전라남도 광양시 제철로1800,061-790-8494,유처리제,L,40
포스코에너지㈜,전라남도 광양시 제철로1800,061-790-8494,보호복(4형식),EA,42
포스코에너지㈜,전라남도 광양시 제철로1800,061-790-8494,유흡착제,BOX,6
포스코에너지㈜,전라남도 광양시 제철로1800,061-790-8494,보호장화,EA,12
포스코에너지㈜,전라남도 광양시 제철로1800,061-790-8494,전면형마스크,EA,19
㈜피엠씨텍,전라남도 광양시 제철로2408,061-760-8976,보호의,EA,30
㈜피엠씨텍,전라남도 광양시 제철로2408,061-760-8976,보호신발,EA,30
㈜피엠씨텍,전라남도 광양시 제철로2408,061-760-8976,보호장갑,EA,30
㈜피엠씨텍,전라남도 광양시 제철로2408,061-760-8976,보호장갑,EA,30
㈜피엠씨텍,전라남도 광양시 제철로2408,061-760-8976,보호앞치마,EA,30
㈜피엠씨텍,전라남도 광양시 제철로2408,061-760-8976,모래,EA,150
㈜피엠씨텍,전라남도 광양시 제철로2408,061-760-8976,분말소화기,EA,10
㈜피엠씨텍,전라남도 광양시 제철로2408,061-760-8976,송기마스크,EA,16
㈜피엠씨텍,전라남도 광양시 제철로2408,061-760-8976,방재인원,명,92
한국남동발전㈜ 여수발전본부,전라남도 여수시 여수산단로 727,070-8898-5622,진공차,대,1
한국남동발전㈜ 여수발전본부,전라남도 여수시 여수산단로 727,070-8898-5622,미니소방차,대,1
한국남동발전㈜ 여수발전본부,전라남도 여수시 여수산단로 727,070-8898-5622,오일펜스,M,360
한국남동발전㈜ 여수발전본부,전라남도 여수시 여수산단로 727,070-8898-5622,유처리제,L,552
한국남동발전㈜ 여수발전본부,전라남도 여수시 여수산단로 727,070-8898-5622,유흡착제,KG,65
한국남동발전㈜ 여수발전본부,전라남도 여수시 여수산단로 727,070-8898-5622,반면형마스크,EA,3
한국남동발전㈜ 여수발전본부,전라남도 여수시 여수산단로 727,070-8898-5622,전면형마스크,EA,10
한국남동발전㈜ 여수발전본부,전라남도 여수시 여수산단로 727,070-8898-5622,안면보호대,EA,4
한국남동발전㈜ 여수발전본부,전라남도 여수시 여수산단로 727,070-8898-5622,보호장갑,EA,20
한국남동발전㈜ 여수발전본부,전라남도 여수시 여수산단로 727,070-8898-5622,가스마스크(대피용),EA,179
한국남동발전㈜ 여수발전본부,전라남도 여수시 여수산단로 727,070-8898-5622,가스마스크(전시용),EA,238
한국남동발전㈜ 여수발전본부,전라남도 여수시 여수산단로 727,070-8898-5622,염화칼슘,KG,300
한국남동발전㈜ 여수발전본부,전라남도 여수시 여수산단로 727,070-8898-5622,보호복,EA,30
한국남동발전㈜ 여수발전본부,전라남도 여수시 여수산단로 727,070-8898-5622,보호장화,EA,30
한국남동발전㈜ 여수발전본부,전라남도 여수시 여수산단로 727,070-8898-5622,정화통,EA,20
한국남동발전㈜ 여수발전본부,전라남도 여수시 여수산단로 727,070-8898-5622,개인보호구함,EA,10
한국남동발전㈜ 여수발전본부,전라남도 여수시 여수산단로 727,070-8898-5622,폼트레일러,대,1
한국남동발전㈜ 여수발전본부,전라남도 여수시 여수산단로 727,070-8898-5622,이동형 소방펌프,대,1
한국남동발전㈜ 여수발전본부,전라남도 여수시 여수산단로 727,070-8898-5622,모래주머니,KG,500
한국남동발전㈜ 여수발전본부,전라남도 여수시 여수산단로 727,070-8898-5622,소화기,EA,210
한국남동발전㈜ 하동발전본부,경상남도 하동군 금성면 경제산업로 509,070-7713-1294,화재진압차량,대,1
한국남동발전㈜ 하동발전본부,경상남도 하동군 금성면 경제산업로 509,070-7713-1294,엔진펌프,대,4
한국남동발전㈜ 하동발전본부,경상남도 하동군 금성면 경제산업로 509,070-7713-1294,불도저,대,4
한국남동발전㈜ 하동발전본부,경상남도 하동군 금성면 경제산업로 509,070-7713-1294,로더,대,2
한국남동발전㈜ 하동발전본부,경상남도 하동군 금성면 경제산업로 509,070-7713-1294,지게차,대,1
한국남동발전㈜ 하동발전본부,경상남도 하동군 금성면 경제산업로 509,070-7713-1294,진공청소차,대,2
한국남동발전㈜ 하동발전본부,경상남도 하동군 금성면 경제산업로 509,070-7713-1294,굴삭기,대,1
한국남동발전㈜ 하동발전본부,경상남도 하동군 금성면 경제산업로 509,070-7713-1294,덤프,대,2
한국남동발전㈜ 하동발전본부,경상남도 하동군 금성면 경제산업로 509,070-7713-1294,엔진펌프,대,4
한국남동발전㈜ 하동발전본부,경상남도 하동군 금성면 경제산업로 509,070-7713-1294,수중펌프,대,3
한국남동발전㈜ 하동발전본부,경상남도 하동군 금성면 경제산업로 509,070-7713-1294,유흡착포(Pad Type),매(90Box),8000
한국남동발전㈜ 하동발전본부,경상남도 하동군 금성면 경제산업로 509,070-7713-1294,유흡착포(Roll Type),개(245Kg),7
한국남동발전㈜ 하동발전본부,경상남도 하동군 금성면 경제산업로 509,070-7713-1294,유흡착포(Boom Type),KG,100
한국남동발전㈜ 하동발전본부,경상남도 하동군 금성면 경제산업로 509,070-7713-1294,유처리제,L,180
한국남동발전㈜ 하동발전본부,경상남도 하동군 금성면 경제산업로 509,070-7713-1294,오일펜스,Set,25
한국남동발전㈜ 하동발전본부,경상남도 하동군 금성면 경제산업로 509,070-7713-1294,보호신발,EA,46
한국남동발전㈜ 하동발전본부,경상남도 하동군 금성면 경제산업로 509,070-7713-1294,보호장갑,EA,46
한국남동발전㈜ 하동발전본부,경상남도 하동군 금성면 경제산업로 509,070-7713-1294,보호안경,EA,46
한국남동발전㈜ 하동발전본부,경상남도 하동군 금성면 경제산업로 509,070-7713-1294,보호의,EA,46
한국남동발전㈜ 하동발전본부,경상남도 하동군 금성면 경제산업로 509,070-7713-1294,앞치마,EA,46
한국남동발전㈜ 하동발전본부,경상남도 하동군 금성면 경제산업로 509,070-7713-1294,안면보호기,EA,23
