갈래,업체명,권역,시도,시군구,주소,대표전화,허가현황,처리가능폐기물,보유장비,자료출처
수집·운반,크린테크(주),전라권역,전북특별자치도,익산시,전북특별자치도 익산시 왕궁면 쌍제1길 65,,폐기물 수집·운반업체 (익산센터 관할),사업장배출시설계,암롤트럭 1대대,03 지자체 관할 폐기물·중장비 업체
수집·운반,하나환경,전라권역,전북특별자치도,익산시,전북특별자치도 익산시 황등면 율동1길 43,,폐기물 수집·운반업체 (익산센터 관할),사업장배출시설계,암롤트럭 2대대,03 지자체 관할 폐기물·중장비 업체
수집·운반,한국자원,전라권역,전북특별자치도,익산시,전북특별자치도 익산시 석암로11길 12 (석암동),,폐기물 수집·운반업체 (익산센터 관할),사업장배출시설계,밀폐식차량 3대대,03 지자체 관할 폐기물·중장비 업체
수집·운반,햇빛자원,전라권역,전북특별자치도,익산시,전북특별자치도 익산시 석교1길 1 (은기동),,폐기물 수집·운반업체 (익산센터 관할),사업장배출시설계,밀폐식차량 2대대,03 지자체 관할 폐기물·중장비 업체
수집·운반,형제상사,전라권역,전북특별자치도,익산시,전북특별자치도 익산시 황등면 황등로 170-1,,폐기물 수집·운반업체 (익산센터 관할),사업장배출시설계,카고트럭 3대대,03 지자체 관할 폐기물·중장비 업체
수집·운반,삼성환경자원,전라권역,제주특별자치도,제주시,제주특별자치도 제주시 선반로2길 24,064-759-8828,수집·운반업 · 처리방법 수집·운반 · 제주특별자치도,,,14 폐기물처리업체 전국취합
수집·운반,유성화학(주),전라권역,제주특별자치도,제주시,제주 제주시 조천읍 와산리1488-8,064-782-8936,수집·운반업 · 처리방법 수집·운반 · 제주특별자치도,,,14 폐기물처리업체 전국취합
수집·운반,주식회사 서부자원,전라권역,제주특별자치도,제주시,제주특별자치도 제주시 월산북길 13-1,064-713-4161,수집·운반업 · 처리방법 수집·운반 · 제주특별자치도,,,14 폐기물처리업체 전국취합
수집·운반,(유)세광,충청권역,대전광역시,대덕구,대전 대덕구 아리랑로 55번길 52,042-625-9211,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,(주)동양환경,충청권역,대전광역시,대덕구,대전 대덕구 문평동로48번길 125,042-933-0450,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청 / 중간처분업 · 처리방법 소각 · 금강유역환경청 / 중간처분업 · 처리방법 기타 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,(주)성창환경산업,충청권역,대전광역시,동구,대전광역시 동구 대전로340번길 20 상가2동 101호,070-8625-2700,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,(주)스마트환경건설,충청권역,대전광역시,유성구,대전광역시 중구 계백로 1578,042-528-3844,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,(주)청정함,충청권역,대전광역시,유성구,대전 유성구 복용로40번길 9 1층,042-546-8881,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청 / 중간처분업 · 처리방법 기타 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,(주)한사랑산업보건연구소,충청권역,대전광역시,대덕구,"대전 대덕구 덕암로182번길 9, 2층",042-936-0125,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,대룡환경산업(주),충청권역,대전광역시,대덕구,대전 대덕구 평촌동61-2,042-625-7136,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,대신산업개발(주),충청권역,대전광역시,서구,대전 서구 유등로 509-4,042-521-9300,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,대전환경산업(주),충청권역,대전광역시,서구,"대전 서구 월평동월드컵대로484번길 187-27, 202호",042-223-2255,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,대한환경산업(주),충청권역,대전광역시,유성구,"대전 유성구 문화원로 131, 204호 (봉명동, 투유2)",042-531-8500,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,디에스산업,충청권역,대전광역시,중구,대전 중구 안영동642-5,042-583-6600,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,성진환경(주),충청권역,대전광역시,대덕구,"대전광역시 대덕구 신일동로17번길 5, 704-1호",042-934-9687,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,아프로(주),충청권역,대전광역시,대덕구,대전 대덕구 평촌동274-1,042-933-8903,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,유영산업(주),충청권역,대전광역시,유성구,대전 유성구 관평동테크노중앙로 72 대덕신대륙프라자 504호,042-934-6653,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,유정석면환경(주),충청권역,대전광역시,대덕구,대전광역시 대덕구 덕암로154번길 13 1층,042-936-6577,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,주식회사 여강산업,충청권역,대전광역시,중구,대전광역시 중구 보문산로227번안길 26,042-863-5112,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,태전환경(주),충청권역,대전광역시,대덕구,"대전 대덕구 신일동로17번길 5, 701호 (신일동, 테크노시티빌딩)",042-626-7640,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,(주)강우이앤이,충청권역,세종특별자치시,,세종특별자치시 조치원읍 내창3길 19 202호,044-415-1888,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,(주)대청이앤지(지정),충청권역,세종특별자치시,연기군,충남 연기군 조치원읍 침산리89 욱일아파트상가동 304-2호,044-868-6666,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,유림환경(합),충청권역,세종특별자치시,,세종특별자치시 부강면 연청로 745-46 중부복합물류 관리동 202호,044-863-8095,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,한국석유관리원,충청권역,세종특별자치시,,"(사무실)경기 성남시 분당구 안양판교로 1207(백현동)
(주차장)세종 조치원읍 세종로 2178",031-789-0376,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,(유)대한청정환경,충청권역,충청남도,당진시,충남 당진시 송악읍 조비실길 131-4,041-357-7431,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청 / 폐기물 수집·운반업체 (서산센터 관할),,암롤트럭 2대,03 지자체 관할 폐기물·중장비 업체 / 14 폐기물처리업체 전국취합
수집·운반,(유)정인이엔씨,충청권역,충청남도,공주시,충청남도 공주시 우성면 목천2길 26,041-960-8383,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,(유)지원환경건설,충청권역,충청남도,서산시,"충청남도 서산시 해미면 성지1로 76-10, 1층",070-8845-1875,폐기물 수집·운반업체 (서산센터 관할),하수준설토,밀폐식차량 2대대,03 지자체 관할 폐기물·중장비 업체
수집·운반,(주)건영종합환경,충청권역,충청남도,예산군,충남 예산군 예산읍 향천사로 3,041-335-1677,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청 / 폐기물 수집·운반업체 (서산센터 관할),사업장폐기물,트럭 1대대,03 지자체 관할 폐기물·중장비 업체 / 14 폐기물처리업체 전국취합
수집·운반,(주)계양산업,충청권역,충청남도,아산시,충청남도 아산시 영인면 토정로476번길 34-28,041-543-0100,폐기물 수집·운반업체 (서산센터 관할),"가축분뇨처리오니 및 오니류, 폐합성수지류 등",암롤트럭 2대대,03 지자체 관할 폐기물·중장비 업체
수집·운반,(주)그린토피아,충청권역,충청남도,아산시,충남 아산시 장존동순천향로 830,041-547-2801,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,(주)대경산업,충청권역,충청남도,서산시,충청남도 서산시 음암면 안치중곡길 50,041-667-5158,폐기물 수집·운반업체 (서산센터 관할),사업장폐기물,기계식상차장치부착차량 1대대,03 지자체 관할 폐기물·중장비 업체
수집·운반,(주)대영환경,충청권역,충청남도,예산군,충남 예산군 신암면 탄중리148-2,041-332-4774,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,(주)동아자원,충청권역,충청남도,서산시,충청남도 서산시 장동2길 32 (장동),041-668-7743,폐기물 수집·운반업체 (서산센터 관할),사업장배출시설계폐기물,기계식상차장치부착차량 2대대,03 지자체 관할 폐기물·중장비 업체
수집·운반,(주)동우,충청권역,충청남도,천안시,충남 천안시 서북구 업성동174-3 201호,041-583-4456,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,(주)드림개발,충청권역,충청남도,당진시,충남 당진시 순성면 남부로 1088,070-4773-4423,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청 / 폐기물 수집·운반업체 (서산센터 관할),,암롤트럭 1대,03 지자체 관할 폐기물·중장비 업체 / 14 폐기물처리업체 전국취합
수집·운반,(주)명진종합환경,충청권역,충청남도,서산시,"충남 서산시 안견로 277 (읍내동, 3층)",041-669-4001,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,(주)보경,충청권역,충청남도,천안시,충남 천안시 서북구 직산읍 군수1길 101,041-583-2933,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,(주)서광하이테크,충청권역,충청남도,서산시,충남 서산시 대산읍죽엽로 388,041-663-7053,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청 / 중간처분업 · 처리방법 소각 · 금강유역환경청 / 종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
수집·운반,(주)성림이엔티,충청권역,충청남도,당진시,충남 당진시 신평면 부수리362-14,041-356-5271,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,(주)성화환경,충청권역,충청남도,당진시,충남 당진시 신평면 독암길 34-18,041-363-2123,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청 / 폐기물 수집·운반업체 (서산센터 관할),,암롤트럭 5대,03 지자체 관할 폐기물·중장비 업체 / 14 폐기물처리업체 전국취합
수집·운반,(주)수목환경,충청권역,충청남도,당진시,충남 당진시 석문면산단7로 62,041-430-8575,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청 / 폐기물 수집·운반업체 (서산센터 관할),,암롤트럭 2대,03 지자체 관할 폐기물·중장비 업체 / 14 폐기물처리업체 전국취합
수집·운반,(주)신성진철강,충청권역,충청남도,서산시,충청남도 서산시 음암면 칠거리로 8-22,041-662-7485,폐기물 수집·운반업체 (서산센터 관할),폐합성수지류 등 17종,카고트럭 1대대,03 지자체 관할 폐기물·중장비 업체
수집·운반,(주)신우(운반),충청권역,충청남도,홍성군,충남 홍성군 홍성읍 내포로156번길 16-7,0416313800,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,(주)아진환경,충청권역,충청남도,서산시,충남 서산시 오산7길 34,0416698456,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청 / 폐기물 수집·운반업체 (서산센터 관할),폐합성수지류 등 33종,카고트럭 1대대,03 지자체 관할 폐기물·중장비 업체 / 14 폐기물처리업체 전국취합
수집·운반,(주)알엔씨,충청권역,충청남도,당진시,충남 당진시 석문면 산단7로 62,041-430-8575,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청 / 종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
수집·운반,(주)에스엠유화 천안지점,충청권역,충청남도,천안시,충청남도 천안시 서북구 직산읍 군수1길 81,041-588-5703,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,(주)에코윈,충청권역,충청남도,당진시,충남 당진시 송산면 가곡리무수들길 300,032-433-4165,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,(주)에코트랜스,충청권역,충청남도,천안시,충남 천안시 동남구 수신면 신풍리564 (충남 천안시 동남구 수신면 5산단4로 150-5),041-568-1357,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,(주)우림환경,충청권역,충청남도,아산시,충청남도 아산시 둔포면 둔포중앙로 169\_ 2층,,폐기물 수집·운반업체 (서산센터 관할),"오니류, 폐내화물, 폐금속류 등",운반용압축차량 1대대,03 지자체 관할 폐기물·중장비 업체
수집·운반,(주)유진환경,충청권역,충청남도,아산시,충남 아산시 삼동로70번길 12 1층 102호,041-532-8787,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,(주)제이앤에스산업,충청권역,충청남도,아산시,충남 아산시 설화산길 79-11,041-545-6792,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,(주)지티비스,충청권역,충청남도,서산시,충청남도 서산시 대산읍 화곡리 850,041-688-9114,폐기물 수집·운반업체 (서산센터 관할),사업장배출시설계폐기물,덤프트럭 1대대,03 지자체 관할 폐기물·중장비 업체
수집·운반,(주)청록환경,충청권역,충청남도,아산시,충청남도 아산시 도고면 아산만로35번길 21-5,041-547-1455,폐기물 수집·운반업체 (서산센터 관할),"그 밖의 유기성오니, 폐수처리오니 등, 폐합성수지류 등",암롤트럭 9대대,03 지자체 관할 폐기물·중장비 업체
수집·운반,(주)통인환경물류,충청권역,충청남도,서산시,충남 서산시 지곡면 대요리386-20(충의로 1442),041-662-3113,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청 / 폐기물 수집·운반업체 (서산센터 관할),"사업장생활계폐기물, 사업장폐기물",탱크로리 2대대,03 지자체 관할 폐기물·중장비 업체 / 14 폐기물처리업체 전국취합
수집·운반,(주)평송기업,충청권역,충청남도,아산시,충남 아산시 영인면 고룡산로 301,0415337749,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,(주)푸른환경,충청권역,충청남도,당진시,충청남도 당진시 면천면 면천로 393,070-8613-6699,폐기물 수집·운반업체 (서산센터 관할),,암롤트럭 1대,03 지자체 관할 폐기물·중장비 업체
수집·운반,(주)하이그린,충청권역,충청남도,아산시,충남 아산시 둔포면 아산밸리중앙로 80-13 403호,041-532-7538,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,(주)현진스틸,충청권역,충청남도,서산시,충청남도 서산시 장동옥동미길 33 (장동),041-668-5113,폐기물 수집·운반업체 (서산센터 관할),폐합성수지류 등 12종,집게차 1대대,03 지자체 관할 폐기물·중장비 업체
수집·운반,㈜대산산업,충청권역,충청남도,예산군,충청남도 예산군 신암면 조곡예림안길 34-32,041-332-8123,폐기물 수집·운반업체 (서산센터 관할),"폐합성수지, 폐합성섬유(고상) 등",암롤트럭 7대대,03 지자체 관할 폐기물·중장비 업체
수집·운반,㈜대생이엔티,충청권역,충청남도,당진시,"충청남도 당진시 서해로 6271-14, 엠동 101호",041-358-2551,폐기물 수집·운반업체 (서산센터 관할),,암롤트럭 2대,03 지자체 관할 폐기물·중장비 업체
수집·운반,㈜디제이환경산업,충청권역,충청남도,당진시,충청남도 당진시 송산면 송산로 488,041-357-7605,폐기물 수집·운반업체 (서산센터 관할),,암롤트럭 3대,03 지자체 관할 폐기물·중장비 업체
수집·운반,㈜보민환경,충청권역,충청남도,청양군,충청남도 청양군 비봉면 록평용당로 656-32,041-943-7436,폐기물 수집·운반업체 (서산센터 관할),"사업장 생활폐기물 (폐합성수지류, 폐합성고무류, 폐토사, 폐목재류, 폐보온재)",압롤트럭 3대대,03 지자체 관할 폐기물·중장비 업체
수집·운반,㈜스마트환경개발,충청권역,충청남도,당진시,"충청남도 당진시 송산면 서정 11길 6-1, 101호",,폐기물 수집·운반업체 (서산센터 관할),,암롤트럭 2대,03 지자체 관할 폐기물·중장비 업체
수집·운반,㈜이노블루,충청권역,충청남도,당진시,"충청남도 당진시 시곡로 344, 207호",041-358-0303,폐기물 수집·운반업체 (서산센터 관할),,암롤트럭 2대,03 지자체 관할 폐기물·중장비 업체
수집·운반,㈜태건환경건설,충청권역,충청남도,당진시,충청남도 당진시 합덕읍 면천로 1361-46,041-354-7764,폐기물 수집·운반업체 (서산센터 관할),,암롤트럭 1대,03 지자체 관할 폐기물·중장비 업체
수집·운반,㈜태한산업,충청권역,충청남도,홍성군,충청남도 홍성군 은하면 백야로 68번길 16,041-642-3358,폐기물 수집·운반업체 (서산센터 관할),"폐합성수지, 광재, 폐주물사 및 폐사 소각잔재물 등",암롤트럭 4대대,03 지자체 관할 폐기물·중장비 업체
수집·운반,건양개발㈜,충청권역,충청남도,보령시,충청남도 보령시 웅천읍 수부리 산6-2,041-931-0924,폐기물 수집·운반업체 (서산센터 관할),"무기성오니류, 폐토사",덤프트럭 3대대,03 지자체 관할 폐기물·중장비 업체
수집·운반,구항산업,충청권역,충청남도,홍성군,충청남도 홍성군 구항면 구항서길 306-54,041-633-6227,폐기물 수집·운반업체 (서산센터 관할),"폐합성고분자화합물, 광재류, 분진류 폐주물사 및 폐사 등",암롤트럭 2대대,03 지자체 관할 폐기물·중장비 업체
수집·운반,그린엔특장(주),충청권역,충청남도,청양군,충남 청양군 청양읍 충절로 1194,041-942-2588,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,금성환경,충청권역,충청남도,홍성군,충청남도 홍성군 결성면 홍남서로 751-2,,폐기물 수집·운반업체 (서산센터 관할),"폐합성수지, 퍠합성고무류, 폐폴리우레탄폼류, 폐발포합성수지 등",암롤트럭 5대대,03 지자체 관할 폐기물·중장비 업체
수집·운반,나은환경산업㈜,충청권역,충청남도,당진시,충청남도 당진시 신평면 서해로 6893,041-362-3337,폐기물 수집·운반업체 (서산센터 관할),,암롤트럭 2대,03 지자체 관할 폐기물·중장비 업체
수집·운반,내포환경,충청권역,충청남도,홍성군,"충청남도 홍성군 홍북읍 도청대로 171, 202호",,폐기물 수집·운반업체 (서산센터 관할),"폐합성수지, 폐합성고무류, 폐폴리우레탄폼류, 폐발포합성수지 등",암롤트럭 3대대,03 지자체 관할 폐기물·중장비 업체
수집·운반,녹색자원,충청권역,충청남도,서산시,충청남도 서산시 고북면 내포로 2316-9,,폐기물 수집·운반업체 (서산센터 관할),폐합성수지류 등 33종,카고트럭 1대대,03 지자체 관할 폐기물·중장비 업체
수집·운반,대산에코주식회사,충청권역,충청남도,서산시,충남 서산시 성연면 선창길 114-11,0416656675,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,대진환경(주)(서산),충청권역,충청남도,서산시,충남 서산시 대산읍 충의로 2230-29,041-664-8640,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,덕영건설㈜,충청권역,충청남도,당진시,"충청남도 당진시 우강면 덕평로 943, 가동 102호",041-357-9679,폐기물 수집·운반업체 (서산센터 관할),,암롤트럭 1대,03 지자체 관할 폐기물·중장비 업체
수집·운반,동산환경,충청권역,충청남도,당진시,충청남도 당진시 고대면 금암로 375,,폐기물 수집·운반업체 (서산센터 관할),,암롤트럭 3대,03 지자체 관할 폐기물·중장비 업체
수집·운반,동양산업개발(주),충청권역,충청남도,당진시,충남 당진시 송산면 송산로 725-59,041-354-2255,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,동준환경산업,충청권역,충청남도,서산시,"충청남도 서산시 성연면 성연2로 45, 1606호",,폐기물 수집·운반업체 (서산센터 관할),폐합성수지류 등 54종,카고트럭 3대대,03 지자체 관할 폐기물·중장비 업체
수집·운반,디에이치건설(주),충청권역,충청남도,서산시,"충청남도 서산시 음암면 서령로 330, 상가동 2층 (음암마을아파트)",,폐기물 수집·운반업체 (서산센터 관할),폐합성수지류 등 62종,밀폐식차량 2대대,03 지자체 관할 폐기물·중장비 업체
수집·운반,리뉴로지스인더 주식회사,충청권역,충청남도,당진시,충청남도 당진시 송악읍 부곡공단로 73,041-356-9500,폐기물 수집·운반업체 (서산센터 관할),,암롤트럭 5대,03 지자체 관할 폐기물·중장비 업체
수집·운반,명진자원,충청권역,충청남도,홍성군,충청남도 홍성군 홍성읍 백월로 17,041-632-5454,폐기물 수집·운반업체 (서산센터 관할),"폐합성고분자화합물, 폐목재류, 폐섬유류 등",암롤트럭 3대대,03 지자체 관할 폐기물·중장비 업체
수집·운반,미래산업,충청권역,충청남도,서산시,충청남도 서산시 대산읍 대산리 1094-2,041-663-7308,폐기물 수집·운반업체 (서산센터 관할),사업장배출시설계폐기물,기계식상차장치부착차량 2대대,03 지자체 관할 폐기물·중장비 업체
수집·운반,미래환경(주),충청권역,충청남도,청양군,충남 청양군 청양읍 학사길 35-4,041-332-7221,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,베이스환경(주),충청권역,충청남도,천안시,충남 천안시 서북구 직산읍 정자1길 151,041-567-5679,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,부흥자원,충청권역,충청남도,서산시,충청남도 서산시 여전중앙길 94-14 (예천동),,폐기물 수집·운반업체 (서산센터 관할),폐합성수지류 등 18종,기계식상차장치부착차량 1대대,03 지자체 관할 폐기물·중장비 업체
수집·운반,삼홍조경건설,충청권역,충청남도,보령시,충남 보령시 웅천읍 대천리64-1,041-934-0207,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,삼화환경(주),충청권역,충청남도,천안시,충남 천안시 서북구 두정동395-5,041-568-4517,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,상록수환경(주),충청권역,충청남도,천안시,충남 천안시 동남구 구성동128-2,041-622-2772,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,서산고물상 우성자원,충청권역,충청남도,서산시,충청남도 서산시 해미면 귀밀길 13-6,,폐기물 수집·운반업체 (서산센터 관할),폐합성수지류 등 33종,카고트럭 2대대,03 지자체 관할 폐기물·중장비 업체
수집·운반,시현환경건설㈜,충청권역,충청남도,당진시,충청남도 당진시 정안로 65,041-358-4401,폐기물 수집·운반업체 (서산센터 관할),,암롤트럭 2대,03 지자체 관할 폐기물·중장비 업체
수집·운반,아주환경개발(주),충청권역,충청남도,당진시,충남 당진시 순성면 갈뫼길 12,041-355-7288,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청 / 폐기물 수집·운반업체 (서산센터 관할),,암롤트럭 2대,03 지자체 관할 폐기물·중장비 업체 / 14 폐기물처리업체 전국취합
수집·운반,에이스켐(주),충청권역,충청남도,아산시,충남 아산시 신창면 환경공원로 227,041-911-9211,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청 / 종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
수집·운반,"연합환경(주)(건설,지정)",충청권역,충청남도,서산시,충남 서산시 음암면노루골길 36,041-669-8388,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,영이엔티㈜,충청권역,충청남도,홍성군,충청남도 홍성군 홍성읍 도청대로 149,041-635-1165,폐기물 수집·운반업체 (서산센터 관할),"폐합성수지류, 폐합성고무류, 폐폴리염화비닐수지류, 폐폴리우레탄폼류, 폐발포합성수지, 플라스틱폐포장재, 그 밖의 폐합성고분자화합물, 폐활성탄, 폐목재류",밀폐식차량 32대대,03 지자체 관할 폐기물·중장비 업체
수집·운반,영진환경산업(주),충청권역,충청남도,논산시,충남 논산시 은진면 탑정로 273,0417357797,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,우선산업(주),충청권역,충청남도,서산시,충남 서산시 해미면 산수로 137-24,041-688-6388,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,원광종합개발(주),충청권역,충청남도,천안시,충남 천안시 동남구 구룡동1 화물터미널214호,041-568-1158,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,은포산업개발㈜,충청권역,충청남도,보령시,충청남도 보령시 주교면 울계큰길 66-1,,폐기물 수집·운반업체 (서산센터 관할),"폐유리,폐판넬,유기성오니,소각재,분진,폐주물사 및 폐사 등",카고트럭 2대대,03 지자체 관할 폐기물·중장비 업체
수집·운반,이삭환경,충청권역,충청남도,당진시,충청남도 당진시 원당골길 79,041-352-6565,폐기물 수집·운반업체 (서산센터 관할),,암롤트럭 3대,03 지자체 관할 폐기물·중장비 업체
수집·운반,이엔케미칼(주)당진지점,충청권역,충청남도,당진시,충남 당진시 송산면 가곡로 200,041-430-8870,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청 / 중간처분업 · 처리방법 기타 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,이조환경㈜,충청권역,충청남도,당진시,충청남도 당진시 정미면 4.4만세로 662,041-353-2322,폐기물 수집·운반업체 (서산센터 관할),,암롤트럭 2대,03 지자체 관할 폐기물·중장비 업체
수집·운반,인바이오텍(주) 당진지점,충청권역,충청남도,당진시,충남 당진시 송산면가곡로 210,041-356-7960,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청 / 중간처분업 · 처리방법 기타 · 금강유역환경청 / 종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
수집·운반,자연보호환경(주),충청권역,충청남도,천안시,충남 천안시 동남구 광덕면 차령고개로 981,070-7533-2112,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,제일환경산업(주),충청권역,충청남도,서산시,충남 서산시 운산면 산수동길 10,041-663-5145,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,조은이엔지(주),충청권역,충청남도,서산시,충남 서산시 쌍연남1로 32 2층,041-681-8899,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,주식회사 유진산업,충청권역,충청남도,당진시,"충청남도 당진시 북문로 1길 41-7, 202호",041-358-8311,폐기물 수집·운반업체 (서산센터 관할),,암롤트럭 2대,03 지자체 관할 폐기물·중장비 업체
수집·운반,주식회사 클린당진,충청권역,충청남도,당진시,"충청남도 당진시 틀모시로 638, 101호",,폐기물 수집·운반업체 (서산센터 관할),,암롤트럭 2대,03 지자체 관할 폐기물·중장비 업체
수집·운반,주원건설(주),충청권역,충청남도,보령시,충남 보령시 큰오랏7길 32(동대동),041-935-8111,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,,,14 폐기물처리업체 전국취합
수집·운반,지성농산,충청권역,충청남도,서산시,충청남도 서산시 해미면 읍내리 364,,폐기물 수집·운반업체 (서산센터 관할),사업장배출시설계폐기물,밀폐식차량 1대대,03 지자체 관할 폐기물·중장비 업체
